,Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
43,00:00 - 01:00,92.0,-0.03,92.03,92.04,91.96,5285.0,N.A.
44,01:00 - 02:00,91.93,-0.07,92.0,92.02,91.91,4922.0,N.A.
45,02:00 - 03:00,92.02,0.09,91.93,92.03,91.8,3946.0,N.A.
46,03:00 - 04:00,92.94,0.92,92.03,92.96,92.01,4568.0,N.A.
47,04:00 - 05:00,92.99,0.05,92.94,93.39,92.82,5074.0,N.A.
48,05:00 - 06:00,93.18,0.19,92.99,93.21,92.96,4378.0,N.A.
49,06:00 - 07:00,93.32,0.14,93.18,93.38,93.1,4007.0,N.A.
50,07:00 - 08:00,93.54,0.22,93.32,93.57,93.18,4634.0,N.A.
51,08:00 - 09:00,93.11,-0.43,93.54,93.56,93.08,4763.0,N.A.
52,09:00 - 10:00,92.89,-0.22,93.11,93.18,92.86,4562.0,N.A.
53,10:00 - 11:00,93.07,0.18,92.89,93.16,92.89,5423.0,N.A.
54,11:00 - 12:00,93.21,0.14,93.08,93.29,93.03,5401.0,N.A.
55,12:00 - 13:00,93.28,0.07,93.21,93.51,93.19,5068.0,N.A.
56,13:00 - 14:00,93.28,0.0,93.28,93.43,93.13,4814.0,N.A.
57,14:00 - 15:00,93.16,-0.12,93.28,93.38,93.15,5096.0,N.A.
58,15:00 - 16:00,93.3,0.14,93.16,93.35,93.16,4756.0,N.A.
59,16:00 - 17:00,93.44,0.14,93.3,93.6,93.29,4605.0,N.A.
60,17:00 - 18:00,93.2,-0.24,93.44,93.44,93.17,3963.0,N.A.
61,18:00 - 19:00,93.24,0.04,93.2,93.35,93.16,4506.0,N.A.
62,19:00 - 20:00,93.15,-0.09,93.24,93.24,93.05,6350.0,N.A.
63,20:00 - 21:00,93.13,-0.02,93.15,93.24,93.1,6125.0,N.A.
64,21:00 - 22:00,93.19,0.06,93.13,93.21,93.08,6159.0,N.A.
65,22:00 - 23:00,93.1,-0.09,93.18,93.2,93.06,5957.0,N.A.
66,23:00 - 00:00,93.08,-0.02,93.1,93.1,92.85,6288.0,N.A.
68,00:00 - 01:00,93.15,0.07,93.08,93.18,93.04,5293.0,N.A.
69,01:00 - 02:00,93.08,-0.07,93.15,93.16,93.0,5335.0,N.A.
70,02:00 - 03:00,93.57,0.49,93.08,93.62,92.95,4254.0,N.A.
71,03:00 - 04:00,93.6,0.03,93.57,93.82,93.49,4687.0,N.A.
72,04:00 - 05:00,93.74,0.14,93.6,93.83,93.59,4640.0,N.A.
73,05:00 - 06:00,93.96,0.22,93.75,94.07,93.69,4310.0,N.A.
74,06:00 - 07:00,94.13,0.17,93.96,94.22,93.89,4309.0,N.A.
75,07:00 - 08:00,94.26,0.13,94.13,94.26,93.99,4107.0,N.A.
76,08:00 - 09:00,94.35,0.09,94.26,94.43,94.21,4936.0,N.A.
77,09:00 - 10:00,94.56,0.21,94.35,94.59,94.21,5081.0,N.A.
78,10:00 - 11:00,94.49,-0.07,94.56,94.63,94.36,6118.0,N.A.
79,11:00 - 12:00,94.21,-0.28,94.49,94.49,94.16,5992.0,N.A.
80,12:00 - 13:00,94.05,-0.16,94.21,94.24,94.0,5713.0,N.A.
81,13:00 - 14:00,93.86,-0.19,94.05,94.06,93.74,5546.0,N.A.
82,14:00 - 15:00,94.01,0.15,93.86,94.1,93.68,5713.0,N.A.
83,15:00 - 16:00,93.86,-0.15,94.01,94.01,93.71,6360.0,N.A.
84,16:00 - 17:00,93.65,-0.21,93.86,93.88,93.64,4763.0,N.A.
85,17:00 - 18:00,93.44,-0.21,93.65,93.72,93.3,4786.0,N.A.
86,18:00 - 19:00,93.39,-0.05,93.44,93.45,93.22,7460.0,N.A.
87,19:00 - 20:00,93.9,0.51,93.39,94.05,93.37,7766.0,N.A.
88,20:00 - 21:00,93.99,0.09,93.9,94.14,93.88,6321.0,N.A.
89,21:00 - 22:00,93.89,-0.1,93.99,94.05,93.79,6293.0,N.A.
90,22:00 - 23:00,93.78,-0.11,93.89,93.89,93.74,5998.0,N.A.
91,23:00 - 00:00,93.79,0.01,93.78,93.83,93.72,4823.0,N.A.
93,00:00 - 01:00,93.96,0.17,93.79,94.05,93.78,5755.0,N.A.
94,01:00 - 02:00,93.76,-0.2,93.96,93.99,93.58,5877.0,N.A.
95,02:00 - 03:00,93.49,-0.27,93.76,93.87,93.32,4415.0,N.A.
96,03:00 - 04:00,93.15,-0.34,93.49,93.62,92.92,5045.0,N.A.
97,04:00 - 05:00,93.24,0.09,93.16,93.45,93.02,5059.0,N.A.
98,05:00 - 06:00,93.22,-0.02,93.24,93.38,93.13,4388.0,N.A.
99,06:00 - 07:00,93.2,-0.02,93.22,93.32,93.12,4376.0,N.A.
100,07:00 - 08:00,93.21,0.01,93.2,93.3,93.15,3759.0,N.A.
101,08:00 - 09:00,92.88,-0.33,93.21,93.25,92.44,4690.0,N.A.
102,09:00 - 10:00,92.99,0.11,92.88,93.1,92.72,5286.0,N.A.
103,10:00 - 11:00,92.82,-0.17,92.99,93.02,92.65,5889.0,N.A.
104,11:00 - 12:00,92.69,-0.13,92.82,92.83,92.57,4987.0,N.A.
105,12:00 - 13:00,92.61,-0.08,92.69,92.72,92.55,4322.0,N.A.
106,13:00 - 14:00,92.74,0.13,92.61,93.0,92.56,4547.0,N.A.
107,14:00 - 15:00,92.72,-0.02,92.74,92.86,92.63,4861.0,N.A.
108,15:00 - 16:00,92.67,-0.05,92.72,92.72,92.33,5457.0,N.A.
109,16:00 - 17:00,92.65,-0.02,92.67,92.69,92.54,4202.0,N.A.
110,17:00 - 18:00,92.58,-0.07,92.65,92.66,92.48,4162.0,N.A.
111,18:00 - 19:00,92.74,0.16,92.58,92.77,92.57,5064.0,N.A.
112,19:00 - 20:00,92.71,-0.03,92.74,92.91,92.69,6079.0,N.A.
113,20:00 - 21:00,92.89,0.18,92.71,92.91,92.71,5471.0,N.A.
114,21:00 - 22:00,92.75,-0.14,92.89,92.89,92.66,6205.0,N.A.
115,22:00 - 23:00,92.75,0.0,92.75,92.79,92.72,5271.0,N.A.
116,23:00 - 00:00,92.53,-0.22,92.74,92.76,92.46,6251.0,N.A.
118,00:00 - 01:00,92.49,-0.04,92.53,92.61,92.49,5823.0,N.A.
119,01:00 - 02:00,91.88,-0.61,92.49,92.51,91.83,6896.0,N.A.
120,02:00 - 03:00,91.76,-0.12,91.88,92.1,91.63,5175.0,N.A.
121,03:00 - 04:00,91.82,0.06,91.76,91.99,91.57,5276.0,N.A.
122,04:00 - 05:00,91.98,0.16,91.82,92.02,91.71,5567.0,N.A.
123,05:00 - 06:00,91.63,-0.35,91.98,92.03,91.58,5115.0,N.A.
124,06:00 - 07:00,91.62,-0.01,91.63,91.74,91.58,4973.0,N.A.
125,07:00 - 08:00,91.26,-0.36,91.62,91.84,91.21,4487.0,N.A.
126,08:00 - 09:00,91.14,-0.12,91.26,91.38,90.89,5295.0,N.A.
127,09:00 - 10:00,91.22,0.08,91.14,91.35,90.85,5840.0,N.A.
128,10:00 - 11:00,91.24,0.02,91.22,91.33,90.99,7488.0,N.A.
129,11:00 - 12:00,91.16,-0.08,91.24,91.3,90.96,6111.0,N.A.
130,12:00 - 13:00,91.1,-0.06,91.16,91.19,91.04,9034.0,N.A.
131,13:00 - 14:00,91.23,0.13,91.1,91.39,91.04,10575.0,N.A.
132,14:00 - 15:00,91.29,0.06,91.23,91.33,91.22,9034.0,N.A.
133,15:00 - 16:00,91.17,-0.12,91.29,91.47,91.1,8836.0,N.A.
134,16:00 - 17:00,91.2,0.03,91.17,91.21,91.07,5501.0,N.A.
135,17:00 - 18:00,91.21,0.01,91.2,91.23,91.1,3235.0,N.A.
136,18:00 - 19:00,91.39,0.18,91.21,91.41,91.19,6856.0,N.A.
137,19:00 - 20:00,91.26,-0.13,91.39,91.58,91.24,11558.0,N.A.
138,20:00 - 21:00,91.22,-0.04,91.26,91.27,91.1,10890.0,N.A.
139,21:00 - 22:00,91.26,0.04,91.22,91.32,91.19,7229.0,N.A.
140,22:00 - 23:00,91.29,0.03,91.26,91.37,91.22,6938.0,N.A.
141,23:00 - 00:00,91.27,-0.02,91.29,91.32,91.18,7352.0,N.A.
143,00:00 - 01:00,91.15,-0.12,91.27,91.27,91.07,8730.0,N.A.
144,01:00 - 02:00,91.17,0.02,91.15,91.26,91.05,8561.0,N.A.
145,02:00 - 03:00,91.16,-0.01,91.17,91.24,91.1,10068.0,N.A.
146,03:00 - 04:00,91.24,0.08,91.16,91.25,91.08,11588.0,N.A.
147,04:00 - 05:00,90.71,-0.53,91.24,91.26,90.54,15464.0,N.A.
148,05:00 - 06:00,90.68,-0.03,90.71,90.76,90.61,13246.0,N.A.
149,06:00 - 07:00,90.79,0.11,90.68,91.05,90.68,13672.0,N.A.
150,07:00 - 08:00,90.81,0.02,90.79,90.89,90.68,12073.0,N.A.
151,08:00 - 09:00,91.4,0.59,90.81,91.66,90.79,22795.0,N.A.
152,09:00 - 10:00,90.88,-0.52,91.4,91.46,90.72,25795.0,N.A.
153,10:00 - 11:00,90.21,-0.67,90.88,90.96,90.17,21079.0,N.A.
154,11:00 - 12:00,90.26,0.05,90.21,90.32,90.16,15869.0,N.A.
155,12:00 - 13:00,90.19,-0.07,90.26,90.36,90.16,10503.0,N.A.
156,13:00 - 14:00,90.26,0.07,90.19,90.43,90.18,9017.0,N.A.
157,14:00 - 15:00,90.47,0.21,90.26,90.59,90.25,11383.0,N.A.
158,15:00 - 16:00,90.24,-0.23,90.47,90.54,90.22,7748.0,N.A.
159,16:00 - 17:00,90.39,0.15,90.24,90.4,90.22,5322.0,N.A.
161,17:00 - 18:00,90.04,-0.35,90.15,90.15,89.93,3029.0,N.A.
162,18:00 - 19:00,90.14,0.1,90.04,90.2,90.03,9127.0,N.A.
163,19:00 - 20:00,90.08,-0.06,90.14,90.26,89.96,8656.0,N.A.
164,20:00 - 21:00,90.11,0.03,90.08,90.18,90.02,7420.0,N.A.
165,21:00 - 22:00,90.11,0.0,90.11,90.19,90.1,4638.0,N.A.
166,22:00 - 23:00,90.07,-0.04,90.11,90.11,90.01,5567.0,N.A.
167,23:00 - 00:00,90.11,0.04,90.07,90.12,90.05,5953.0,N.A.
169,00:00 - 01:00,90.13,0.02,90.11,90.22,90.08,6498.0,N.A.
170,01:00 - 02:00,90.07,-0.06,90.13,90.19,90.05,6624.0,N.A.
171,02:00 - 03:00,90.1,0.03,90.07,90.18,90.03,8348.0,N.A.
172,03:00 - 04:00,90.13,0.03,90.1,90.19,90.02,13282.0,N.A.
173,04:00 - 05:00,90.13,0.0,90.13,90.18,90.07,10763.0,N.A.
174,05:00 - 06:00,90.01,-0.12,90.13,90.17,89.97,10152.0,N.A.
175,06:00 - 07:00,89.91,-0.1,90.01,90.04,89.6,13327.0,N.A.
176,07:00 - 08:00,89.93,0.02,89.91,89.97,89.74,12332.0,N.A.
177,08:00 - 09:00,89.89,-0.04,89.93,90.08,89.85,13743.0,N.A.
178,09:00 - 10:00,89.69,-0.2,89.89,89.93,89.49,17327.0,N.A.
179,10:00 - 11:00,89.22,-0.47,89.69,89.76,89.15,19221.0,N.A.
180,11:00 - 12:00,88.93,-0.29,89.22,89.26,88.88,16148.0,N.A.
181,12:00 - 13:00,89.08,0.15,88.93,89.16,88.91,12049.0,N.A.
182,13:00 - 14:00,89.28,0.2,89.08,89.3,89.06,9888.0,N.A.
183,14:00 - 15:00,89.07,-0.21,89.28,89.28,88.96,10519.0,N.A.
184,15:00 - 16:00,89.08,0.01,89.07,89.19,88.97,8625.0,N.A.
185,16:00 - 17:00,89.22,0.14,89.08,89.23,89.07,4209.0,N.A.
186,17:00 - 18:00,89.35,0.13,89.22,89.36,89.19,3580.0,N.A.
187,18:00 - 19:00,89.45,0.1,89.34,89.51,89.24,8680.0,N.A.
188,19:00 - 20:00,89.47,0.02,89.45,89.49,89.28,10999.0,N.A.
189,20:00 - 21:00,89.41,-0.06,89.47,89.54,89.37,10953.0,N.A.
190,21:00 - 22:00,89.44,0.03,89.41,89.49,89.37,7729.0,N.A.
191,22:00 - 23:00,89.43,-0.01,89.44,89.46,89.39,5678.0,N.A.
192,23:00 - 00:00,89.29,-0.14,89.43,89.45,89.21,8928.0,N.A.
194,00:00 - 01:00,89.34,0.05,89.29,89.44,89.25,10898.0,N.A.
195,01:00 - 02:00,89.35,0.01,89.34,89.43,89.24,10982.0,N.A.
196,02:00 - 03:00,89.26,-0.09,89.35,89.38,89.0,16972.0,N.A.
197,03:00 - 04:00,89.02,-0.24,89.26,89.26,88.79,19268.0,N.A.
198,04:00 - 05:00,88.96,-0.06,89.02,89.06,88.82,15917.0,N.A.
199,05:00 - 06:00,89.17,0.21,88.96,89.18,88.9,16510.0,N.A.
200,06:00 - 07:00,89.25,0.08,89.17,89.26,88.99,13519.0,N.A.
201,07:00 - 08:00,89.24,-0.01,89.25,89.43,89.04,14866.0,N.A.
202,08:00 - 09:00,89.71,0.47,89.24,89.84,89.17,23635.0,N.A.
203,09:00 - 10:00,89.78,0.07,89.71,89.88,89.51,20798.0,N.A.
204,10:00 - 11:00,89.57,-0.21,89.78,89.79,89.49,21465.0,N.A.
205,11:00 - 12:00,89.63,0.06,89.57,89.75,89.56,16704.0,N.A.
206,12:00 - 13:00,89.52,-0.11,89.63,89.71,89.5,13068.0,N.A.
207,13:00 - 14:00,89.08,-0.44,89.52,89.53,89.0,16023.0,N.A.
208,14:00 - 15:00,89.13,0.05,89.08,89.25,88.96,20111.0,N.A.
209,15:00 - 16:00,89.13,0.0,89.13,89.19,88.93,12996.0,N.A.
210,16:00 - 17:00,89.38,0.25,89.13,89.44,89.12,6321.0,N.A.
211,17:00 - 18:00,89.38,0.0,89.38,89.43,89.34,4206.0,N.A.
212,18:00 - 19:00,89.38,0.0,89.38,89.46,89.28,7417.0,N.A.
213,19:00 - 20:00,89.32,-0.06,89.38,89.38,89.22,9734.0,N.A.
214,20:00 - 21:00,89.48,0.16,89.32,89.55,89.32,12224.0,N.A.
215,21:00 - 22:00,89.49,0.01,89.48,89.55,89.46,7132.0,N.A.
216,22:00 - 23:00,89.48,-0.01,89.49,89.58,89.46,8010.0,N.A.
217,23:00 - 00:00,89.49,0.01,89.48,89.5,89.41,6357.0,N.A.
219,00:00 - 01:00,89.78,0.29,89.49,89.83,89.49,11677.0,N.A.
220,01:00 - 02:00,89.68,-0.1,89.78,89.81,89.6,10601.0,N.A.
221,02:00 - 03:00,89.78,0.1,89.68,89.82,89.66,12037.0,N.A.
222,03:00 - 04:00,89.67,-0.11,89.78,89.96,89.44,17931.0,N.A.
223,04:00 - 05:00,89.35,-0.32,89.67,89.71,89.26,19418.0,N.A.
224,05:00 - 06:00,89.54,0.19,89.35,89.54,89.21,12927.0,N.A.
225,06:00 - 07:00,89.38,-0.16,89.54,89.57,89.34,9583.0,N.A.
226,07:00 - 08:00,89.46,0.08,89.38,89.53,89.38,10661.0,N.A.
227,08:00 - 09:00,89.18,-0.28,89.46,89.52,89.02,21666.0,N.A.
228,09:00 - 10:00,88.96,-0.22,89.18,89.19,88.95,19067.0,N.A.
229,10:00 - 11:00,88.8,-0.16,88.96,89.2,88.61,21026.0,N.A.
230,11:00 - 12:00,89.29,0.49,88.8,89.34,88.74,18500.0,N.A.
231,12:00 - 13:00,89.23,-0.06,89.29,89.38,89.01,12205.0,N.A.
232,13:00 - 14:00,89.0,-0.23,89.23,89.25,88.96,11439.0,N.A.
233,14:00 - 15:00,89.14,0.14,89.0,89.25,88.9,12757.0,N.A.
234,15:00 - 16:00,89.05,-0.09,89.14,89.17,88.92,13660.0,N.A.
235,16:00 - 17:00,89.05,0.0,89.05,89.16,88.96,6933.0,N.A.
236,17:00 - 18:00,88.93,-0.12,89.05,89.06,88.86,4684.0,N.A.
237,18:00 - 19:00,89.15,0.22,88.93,89.2,88.89,9744.0,N.A.
238,19:00 - 20:00,89.18,0.03,89.15,89.25,89.07,11917.0,N.A.
239,20:00 - 21:00,89.06,-0.12,89.18,89.24,89.03,9796.0,N.A.
240,21:00 - 22:00,88.96,-0.1,89.06,89.08,88.91,8832.0,N.A.
241,22:00 - 23:00,88.89,-0.07,88.96,89.02,88.87,7837.0,N.A.
242,23:00 - 00:00,88.96,0.07,88.89,89.01,88.75,10689.0,N.A.
244,00:00 - 01:00,88.97,0.01,88.96,88.97,88.85,7408.0,N.A.
245,01:00 - 02:00,89.13,0.16,88.97,89.15,88.83,11175.0,N.A.
246,02:00 - 03:00,89.07,-0.06,89.13,89.16,88.99,12093.0,N.A.
247,03:00 - 04:00,88.51,-0.56,89.07,89.24,88.51,17925.0,N.A.
248,04:00 - 05:00,88.82,0.31,88.51,88.96,88.48,19871.0,N.A.
249,05:00 - 06:00,88.91,0.09,88.82,88.96,88.74,12977.0,N.A.
250,06:00 - 07:00,89.04,0.13,88.91,89.1,88.84,14587.0,N.A.
251,07:00 - 08:00,89.32,0.28,89.04,89.36,88.99,16980.0,N.A.
252,08:00 - 09:00,89.32,0.0,89.32,89.49,89.19,19897.0,N.A.
253,09:00 - 10:00,89.24,-0.08,89.32,89.53,89.14,22736.0,N.A.
254,10:00 - 11:00,89.7,0.46,89.24,89.76,89.06,22203.0,N.A.
255,11:00 - 12:00,89.6,-0.1,89.7,89.74,89.51,18124.0,N.A.
256,12:00 - 13:00,89.4,-0.2,89.6,89.63,89.21,12441.0,N.A.
257,13:00 - 14:00,89.88,0.48,89.4,89.89,89.36,11619.0,N.A.
258,14:00 - 15:00,89.66,-0.22,89.88,90.03,89.66,19179.0,N.A.
259,15:00 - 16:00,89.83,0.17,89.66,89.93,89.63,14138.0,N.A.
260,16:00 - 17:00,89.84,0.01,89.83,89.89,89.76,6456.0,N.A.
261,17:00 - 18:00,89.89,0.05,89.84,89.93,89.74,5364.0,N.A.
262,18:00 - 19:00,89.98,0.09,89.89,90.03,89.88,7210.0,N.A.
263,19:00 - 20:00,90.1,0.12,89.98,90.14,89.84,10999.0,N.A.
264,20:00 - 21:00,90.08,-0.02,90.1,90.33,90.05,10848.0,N.A.
265,21:00 - 22:00,90.08,0.0,90.08,90.13,89.96,8859.0,N.A.
266,22:00 - 23:00,90.25,0.17,90.08,90.33,90.07,9160.0,N.A.
267,23:00 - 00:00,90.41,0.16,90.25,90.44,90.24,7967.0,N.A.
269,00:00 - 01:00,90.46,0.05,90.41,90.57,90.36,11414.0,N.A.
270,01:00 - 02:00,90.32,-0.14,90.46,90.49,90.25,9651.0,N.A.
271,02:00 - 03:00,90.3,-0.02,90.32,90.41,90.24,11501.0,N.A.
272,03:00 - 04:00,90.4,0.1,90.3,90.44,90.09,15843.0,N.A.
273,04:00 - 05:00,90.47,0.07,90.4,90.49,90.28,16206.0,N.A.
274,05:00 - 06:00,90.65,0.18,90.47,90.69,90.38,13880.0,N.A.
275,06:00 - 07:00,90.72,0.07,90.65,90.73,90.49,15456.0,N.A.
276,07:00 - 08:00,90.59,-0.13,90.72,90.74,90.44,12701.0,N.A.
277,08:00 - 09:00,90.3,-0.29,90.59,90.6,90.25,16001.0,N.A.
278,09:00 - 10:00,90.46,0.16,90.3,90.65,90.26,18683.0,N.A.
279,10:00 - 11:00,90.62,0.16,90.46,90.91,90.43,21248.0,N.A.
280,11:00 - 12:00,90.3,-0.32,90.62,90.68,90.29,19311.0,N.A.
281,12:00 - 13:00,90.39,0.09,90.3,90.41,90.08,15907.0,N.A.
282,13:00 - 14:00,90.49,0.1,90.39,90.54,90.31,10785.0,N.A.
283,14:00 - 15:00,90.61,0.12,90.49,90.66,90.45,12132.0,N.A.
284,15:00 - 16:00,90.59,-0.02,90.61,90.71,90.51,6401.0,N.A.
285,16:00 - 17:00,90.72,0.13,90.59,90.76,90.56,4570.0,N.A.
287,17:00 - 18:00,91.01,0.29,90.98,91.03,90.97,4503.0,N.A.
288,18:00 - 19:00,91.21,0.2,91.01,91.3,90.99,9440.0,N.A.
289,19:00 - 20:00,90.99,-0.22,91.21,91.24,90.97,9209.0,N.A.
290,20:00 - 21:00,90.9,-0.09,90.99,91.03,90.68,11036.0,N.A.
291,21:00 - 22:00,91.02,0.12,90.9,91.04,90.89,6959.0,N.A.
292,22:00 - 23:00,90.84,-0.18,91.02,91.11,90.82,9143.0,N.A.
293,23:00 - 00:00,90.93,0.09,90.84,90.98,90.77,8345.0,N.A.
295,00:00 - 01:00,90.89,-0.04,90.93,90.94,90.74,6988.0,N.A.
296,01:00 - 02:00,90.72,-0.17,90.89,90.92,90.71,9225.0,N.A.
297,02:00 - 03:00,90.63,-0.09,90.72,90.75,90.33,17321.0,N.A.
298,03:00 - 04:00,90.68,0.05,90.63,90.83,90.43,16393.0,N.A.
299,04:00 - 05:00,90.57,-0.11,90.68,90.71,90.41,11964.0,N.A.
300,05:00 - 06:00,90.57,0.0,90.57,90.7,90.55,8077.0,N.A.
301,06:00 - 07:00,90.57,0.0,90.57,90.7,90.5,10293.0,N.A.
302,07:00 - 08:00,90.52,-0.05,90.57,90.64,90.47,9488.0,N.A.
303,08:00 - 09:00,90.4,-0.12,90.52,90.53,90.15,14217.0,N.A.
304,09:00 - 10:00,90.3,-0.1,90.4,90.49,90.26,12850.0,N.A.
305,10:00 - 11:00,90.39,0.09,90.3,90.49,90.18,11635.0,N.A.
306,11:00 - 12:00,90.39,0.0,90.39,90.49,90.35,9889.0,N.A.
307,12:00 - 13:00,90.48,0.09,90.39,90.48,90.35,4194.0,N.A.
308,13:00 - 14:00,90.61,0.13,90.48,90.62,90.41,4983.0,N.A.
309,14:00 - 15:00,90.67,0.06,90.61,90.67,90.58,2715.0,N.A.
310,15:00 - 16:00,90.73,0.06,90.67,90.73,90.64,3464.0,N.A.
311,16:00 - 17:00,90.64,-0.09,90.73,90.73,90.63,3591.0,N.A.
312,17:00 - 18:00,90.57,-0.07,90.64,90.69,90.51,4295.0,N.A.
313,18:00 - 19:00,90.64,0.07,90.57,90.7,90.46,7690.0,N.A.
314,19:00 - 20:00,90.42,-0.22,90.64,90.65,90.26,15377.0,N.A.
315,20:00 - 21:00,90.39,-0.03,90.42,90.46,90.33,9887.0,N.A.
316,21:00 - 22:00,90.36,-0.03,90.39,90.43,90.33,7301.0,N.A.
317,22:00 - 23:00,90.34,-0.02,90.36,90.4,90.22,6882.0,N.A.
318,23:00 - 00:00,90.12,-0.22,90.34,90.37,90.09,10594.0,N.A.
320,00:00 - 01:00,90.28,0.16,90.12,90.28,90.11,10122.0,N.A.
321,01:00 - 02:00,90.44,0.16,90.28,90.47,90.25,10095.0,N.A.
322,02:00 - 03:00,90.43,-0.01,90.44,90.51,90.25,17749.0,N.A.
323,03:00 - 04:00,90.79,0.36,90.43,90.81,90.42,19074.0,N.A.
324,04:00 - 05:00,90.76,-0.03,90.79,90.97,90.69,16521.0,N.A.
325,05:00 - 06:00,90.36,-0.4,90.76,90.85,90.3,15255.0,N.A.
326,06:00 - 07:00,90.35,-0.01,90.37,90.48,90.21,16078.0,N.A.
327,07:00 - 08:00,90.43,0.08,90.35,90.43,90.18,15079.0,N.A.
328,08:00 - 09:00,90.46,0.03,90.43,90.52,90.27,16485.0,N.A.
329,09:00 - 10:00,90.16,-0.3,90.46,90.58,90.15,20583.0,N.A.
330,10:00 - 11:00,90.15,-0.01,90.16,90.18,90.05,20130.0,N.A.
331,11:00 - 12:00,90.21,0.06,90.15,90.25,90.0,17073.0,N.A.
332,12:00 - 13:00,90.13,-0.08,90.21,90.25,89.83,16014.0,N.A.
333,13:00 - 14:00,89.97,-0.16,90.13,90.16,89.97,15277.0,N.A.
334,14:00 - 15:00,89.83,-0.14,89.97,90.05,89.81,15629.0,N.A.
335,15:00 - 16:00,89.76,-0.07,89.83,89.88,89.68,12015.0,N.A.
336,16:00 - 17:00,89.76,0.0,89.76,89.92,89.71,6931.0,N.A.
337,17:00 - 18:00,89.73,-0.03,89.76,89.77,89.69,4454.0,N.A.
338,18:00 - 19:00,89.82,0.09,89.73,89.89,89.71,6021.0,N.A.
339,19:00 - 20:00,89.89,0.07,89.82,89.97,89.71,11543.0,N.A.
340,20:00 - 21:00,89.99,0.1,89.89,90.0,89.86,7950.0,N.A.
341,21:00 - 22:00,90.04,0.05,89.99,90.07,89.96,9263.0,N.A.
342,22:00 - 23:00,89.96,-0.08,90.04,90.07,89.96,8235.0,N.A.
343,23:00 - 00:00,89.89,-0.07,89.96,89.99,89.86,7152.0,N.A.
345,00:00 - 01:00,89.88,-0.01,89.89,89.94,89.85,7012.0,N.A.
346,01:00 - 02:00,89.74,-0.14,89.88,89.9,89.71,10016.0,N.A.
