,Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
944,16:00 - 17:00,119.67,-0.02,119.69,119.9,119.64,2922.0,N.A.
945,17:00 - 18:00,119.88,0.21,119.67,120.0,119.57,6481.0,N.A.
946,18:00 - 19:00,119.61,-0.27,119.88,119.96,119.51,12987.0,N.A.
947,19:00 - 20:00,119.18,-0.43,119.61,119.61,119.08,18244.0,N.A.
948,20:00 - 21:00,120.04,0.86,119.18,120.46,119.13,23739.0,N.A.
949,21:00 - 22:00,120.23,0.19,120.04,120.31,120.01,20724.0,N.A.
950,22:00 - 23:00,119.92,-0.31,120.23,120.24,119.74,16564.0,N.A.
951,23:00 - 00:00,119.97,0.05,119.92,120.12,119.86,12537.0,N.A.
953,00:00 - 01:00,119.96,-0.01,119.97,119.99,119.7,15354.0,N.A.
954,01:00 - 02:00,120.19,0.23,119.96,120.31,119.84,19026.0,N.A.
955,02:00 - 03:00,120.97,0.78,120.19,121.06,120.18,26587.0,N.A.
956,03:00 - 04:00,121.09,0.12,120.97,121.36,120.64,32576.0,N.A.
957,04:00 - 05:00,121.24,0.15,121.09,121.36,120.86,31993.0,N.A.
958,05:00 - 06:00,121.49,0.25,121.24,121.91,121.17,33110.0,N.A.
959,06:00 - 07:00,121.66,0.17,121.49,121.93,121.1,28267.0,N.A.
960,07:00 - 08:00,121.21,-0.45,121.66,121.72,121.03,28564.0,N.A.
961,08:00 - 09:00,121.38,0.17,121.21,121.43,121.02,31025.0,N.A.
962,09:00 - 10:00,120.72,-0.66,121.38,121.42,120.68,30500.0,N.A.
963,10:00 - 11:00,120.27,-0.45,120.72,120.77,120.19,33476.0,N.A.
964,11:00 - 12:00,120.61,0.34,120.27,120.73,120.2,28866.0,N.A.
965,12:00 - 13:00,120.58,-0.03,120.61,121.06,120.51,24272.0,N.A.
966,13:00 - 14:00,120.58,0.0,120.58,121.06,120.55,22560.0,N.A.
967,14:00 - 15:00,120.33,-0.25,120.58,120.82,120.15,24548.0,N.A.
968,15:00 - 16:00,119.98,-0.35,120.33,120.45,119.78,23714.0,N.A.
969,16:00 - 17:00,120.1,0.12,119.98,120.21,119.98,14013.0,N.A.
970,17:00 - 18:00,119.95,-0.15,120.1,120.16,119.83,9855.0,N.A.
971,18:00 - 19:00,119.6,-0.35,119.95,120.11,119.54,14718.0,N.A.
972,19:00 - 20:00,119.69,0.09,119.6,119.78,119.39,18822.0,N.A.
973,20:00 - 21:00,120.42,0.73,119.7,120.56,119.64,19321.0,N.A.
974,21:00 - 22:00,120.2,-0.22,120.42,120.42,120.12,15861.0,N.A.
975,22:00 - 23:00,120.89,0.69,120.21,121.06,120.19,21683.0,N.A.
976,23:00 - 00:00,120.86,-0.03,120.89,121.13,120.71,20108.0,N.A.
978,00:00 - 01:00,121.43,0.57,120.86,121.5,120.86,20583.0,N.A.
979,01:00 - 02:00,120.95,-0.48,121.43,121.48,120.94,22742.0,N.A.
980,02:00 - 03:00,121.57,0.62,120.95,121.67,120.89,25641.0,N.A.
981,03:00 - 04:00,121.56,-0.01,121.57,121.78,121.14,29169.0,N.A.
982,04:00 - 05:00,121.97,0.41,121.56,122.38,121.49,31384.0,N.A.
983,05:00 - 06:00,122.67,0.7,121.97,122.73,121.91,29616.0,N.A.
984,06:00 - 07:00,122.53,-0.14,122.67,122.7,122.36,24593.0,N.A.
985,07:00 - 08:00,122.43,-0.1,122.53,122.79,122.28,26542.0,N.A.
986,08:00 - 09:00,122.15,-0.28,122.43,122.55,122.06,28320.0,N.A.
987,09:00 - 10:00,122.74,0.59,122.15,122.97,122.1,31749.0,N.A.
988,10:00 - 11:00,123.38,0.64,122.74,123.58,122.4,34176.0,N.A.
989,11:00 - 12:00,123.09,-0.29,123.38,123.52,123.03,29311.0,N.A.
990,12:00 - 13:00,123.46,0.37,123.09,123.67,123.04,22013.0,N.A.
991,13:00 - 14:00,124.33,0.87,123.46,124.37,123.38,22495.0,N.A.
992,14:00 - 15:00,124.49,0.16,124.33,124.76,124.28,22728.0,N.A.
993,15:00 - 16:00,124.36,-0.13,124.49,124.56,124.3,18713.0,N.A.
994,16:00 - 17:00,124.14,-0.22,124.36,124.45,124.11,12508.0,N.A.
995,17:00 - 18:00,124.52,0.38,124.14,124.56,123.95,12478.0,N.A.
996,18:00 - 19:00,124.3,-0.22,124.52,124.63,124.27,14652.0,N.A.
997,19:00 - 20:00,124.18,-0.12,124.3,124.56,124.17,18226.0,N.A.
998,20:00 - 21:00,124.12,-0.06,124.18,124.26,123.87,19767.0,N.A.
999,21:00 - 22:00,124.91,0.79,124.12,125.0,124.11,20167.0,N.A.
1000,22:00 - 23:00,124.21,-0.7,124.91,124.91,124.2,22041.0,N.A.
1001,23:00 - 00:00,124.7,0.49,124.21,124.85,124.15,20583.0,N.A.
1003,00:00 - 01:00,124.74,0.04,124.7,124.87,124.4,19773.0,N.A.
1004,01:00 - 02:00,124.27,-0.47,124.74,124.8,124.23,23478.0,N.A.
1005,02:00 - 03:00,125.06,0.79,124.27,125.07,124.01,28550.0,N.A.
1006,03:00 - 04:00,124.67,-0.39,125.06,125.15,124.51,29398.0,N.A.
1007,04:00 - 05:00,124.24,-0.43,124.67,124.82,124.02,27180.0,N.A.
1008,05:00 - 06:00,124.44,0.2,124.24,124.56,124.22,26379.0,N.A.
1009,06:00 - 07:00,123.36,-1.08,124.44,124.44,123.23,30423.0,N.A.
1010,07:00 - 08:00,123.65,0.29,123.36,123.73,123.23,26934.0,N.A.
1011,08:00 - 09:00,124.12,0.47,123.65,124.18,123.53,27382.0,N.A.
1012,09:00 - 10:00,123.88,-0.24,124.12,124.43,123.79,31986.0,N.A.
1013,10:00 - 11:00,123.19,-0.69,123.88,123.9,123.1,36000.0,N.A.
1014,11:00 - 12:00,123.92,0.73,123.19,124.23,123.16,33053.0,N.A.
1015,12:00 - 13:00,123.87,-0.05,123.92,124.15,123.49,23218.0,N.A.
1016,13:00 - 14:00,124.26,0.39,123.87,124.35,123.77,21478.0,N.A.
1017,14:00 - 15:00,124.21,-0.05,124.26,124.32,123.76,26964.0,N.A.
1018,15:00 - 16:00,124.02,-0.19,124.21,124.6,123.95,21953.0,N.A.
1019,16:00 - 17:00,123.92,-0.1,124.02,124.17,123.84,16400.0,N.A.
1020,17:00 - 18:00,123.94,0.02,123.92,124.08,123.84,7799.0,N.A.
1021,18:00 - 19:00,123.85,-0.09,123.94,124.16,123.85,11194.0,N.A.
1022,19:00 - 20:00,124.32,0.47,123.85,124.53,123.82,18981.0,N.A.
1023,20:00 - 21:00,124.62,0.3,124.32,124.87,124.32,18055.0,N.A.
1024,21:00 - 22:00,124.53,-0.09,124.62,124.64,124.37,16525.0,N.A.
1025,22:00 - 23:00,124.78,0.25,124.53,124.83,124.43,15110.0,N.A.
1026,23:00 - 00:00,124.62,-0.16,124.78,124.79,124.61,14767.0,N.A.
1028,00:00 - 01:00,124.36,-0.26,124.62,124.62,124.21,14013.0,N.A.
1029,01:00 - 02:00,124.51,0.15,124.36,124.53,124.09,22370.0,N.A.
1030,02:00 - 03:00,124.46,-0.05,124.52,124.62,124.24,22993.0,N.A.
1031,03:00 - 04:00,124.51,0.05,124.46,124.68,124.36,27402.0,N.A.
1032,04:00 - 05:00,125.01,0.5,124.51,125.07,124.49,28310.0,N.A.
1033,05:00 - 06:00,124.84,-0.17,125.01,125.19,124.79,26322.0,N.A.
1034,06:00 - 07:00,125.04,0.2,124.84,125.16,124.82,26050.0,N.A.
1035,07:00 - 08:00,125.59,0.55,125.04,125.59,124.96,27600.0,N.A.
1036,08:00 - 09:00,125.15,-0.44,125.59,125.72,124.82,30215.0,N.A.
1037,09:00 - 10:00,124.92,-0.23,125.15,125.19,124.73,28640.0,N.A.
1038,10:00 - 11:00,125.52,0.6,124.92,125.56,124.84,34433.0,N.A.
1039,11:00 - 12:00,125.79,0.27,125.52,126.06,125.43,29230.0,N.A.
1040,12:00 - 13:00,125.72,-0.07,125.79,126.08,125.63,22307.0,N.A.
1041,13:00 - 14:00,125.69,-0.03,125.73,125.8,125.44,21153.0,N.A.
1042,14:00 - 15:00,125.47,-0.22,125.69,125.71,125.32,21144.0,N.A.
1043,15:00 - 16:00,125.28,-0.19,125.47,125.49,125.19,20391.0,N.A.
1044,16:00 - 17:00,125.52,0.24,125.28,125.6,125.23,12847.0,N.A.
1045,17:00 - 18:00,125.46,-0.06,125.53,125.55,125.32,9228.0,N.A.
1046,18:00 - 19:00,125.07,-0.39,125.46,125.49,124.93,15594.0,N.A.
1047,19:00 - 20:00,124.14,-0.93,125.07,125.1,124.08,23273.0,N.A.
1048,20:00 - 21:00,124.33,0.19,124.14,124.43,123.85,23431.0,N.A.
1049,21:00 - 22:00,124.16,-0.17,124.33,124.35,124.11,17026.0,N.A.
1050,22:00 - 23:00,124.04,-0.12,124.16,124.16,123.74,19829.0,N.A.
1051,23:00 - 00:00,124.29,0.25,124.04,124.3,123.98,18407.0,N.A.
1053,00:00 - 01:00,124.4,0.11,124.29,124.61,124.11,19662.0,N.A.
1054,01:00 - 02:00,124.34,-0.06,124.4,124.68,124.28,22296.0,N.A.
1055,02:00 - 03:00,124.31,-0.03,124.34,124.47,124.25,22181.0,N.A.
1056,03:00 - 04:00,123.45,-0.86,124.31,124.33,123.42,31206.0,N.A.
1057,04:00 - 05:00,123.2,-0.25,123.45,123.49,123.01,30563.0,N.A.
1058,05:00 - 06:00,123.64,0.44,123.2,123.73,123.18,26814.0,N.A.
1059,06:00 - 07:00,123.61,-0.03,123.64,123.69,123.5,25816.0,N.A.
1060,07:00 - 08:00,123.23,-0.38,123.61,123.67,123.18,25297.0,N.A.
1061,08:00 - 09:00,122.88,-0.35,123.23,123.39,122.11,33619.0,N.A.
1062,09:00 - 10:00,123.65,0.77,122.88,123.78,122.85,32061.0,N.A.
1063,10:00 - 11:00,124.27,0.62,123.65,124.69,123.39,34411.0,N.A.
1064,11:00 - 12:00,123.77,-0.5,124.27,124.54,123.61,34041.0,N.A.
1065,12:00 - 13:00,124.58,0.81,123.77,124.58,123.76,24314.0,N.A.
1066,13:00 - 14:00,124.01,-0.57,124.58,124.61,123.81,23122.0,N.A.
1067,14:00 - 15:00,124.25,0.24,124.01,124.33,123.9,21744.0,N.A.
1068,15:00 - 16:00,123.72,-0.53,124.25,124.25,123.7,19485.0,N.A.
1069,16:00 - 17:00,123.61,-0.11,123.72,123.93,123.48,11893.0,N.A.
1071,14:00 - 15:00,123.26,-0.35,123.27,123.43,123.21,686.0,N.A.
1072,15:00 - 16:00,123.27,0.01,123.26,123.53,123.09,818.0,N.A.
1073,16:00 - 17:00,123.48,0.21,123.29,123.5,123.19,1592.0,N.A.
1074,17:00 - 18:00,123.27,-0.21,123.48,123.51,123.24,5686.0,N.A.
1075,18:00 - 19:00,122.4,-0.87,123.27,123.27,122.32,13477.0,N.A.
1076,19:00 - 20:00,122.06,-0.34,122.4,122.51,121.96,16223.0,N.A.
1077,20:00 - 21:00,123.0,0.94,122.06,123.0,122.06,15364.0,N.A.
1078,21:00 - 22:00,122.83,-0.17,123.0,123.28,122.82,16499.0,N.A.
1079,22:00 - 23:00,122.63,-0.2,122.83,122.85,122.49,14439.0,N.A.
1080,23:00 - 00:00,122.58,-0.05,122.63,122.67,122.43,15144.0,N.A.
1082,00:00 - 01:00,122.67,0.09,122.58,122.69,122.4,18396.0,N.A.
1083,01:00 - 02:00,122.89,0.22,122.67,123.17,122.53,23315.0,N.A.
1084,02:00 - 03:00,122.51,-0.38,122.89,123.11,122.47,25395.0,N.A.
1085,03:00 - 04:00,122.68,0.17,122.51,122.75,122.37,26927.0,N.A.
1086,04:00 - 05:00,122.67,-0.01,122.68,122.87,122.09,27980.0,N.A.
1087,05:00 - 06:00,122.28,-0.39,122.67,122.74,122.16,25854.0,N.A.
1088,06:00 - 07:00,122.35,0.07,122.28,122.51,122.19,24284.0,N.A.
1089,07:00 - 08:00,122.52,0.17,122.35,122.6,122.02,26816.0,N.A.
1090,08:00 - 09:00,122.82,0.3,122.52,122.95,122.47,27081.0,N.A.
1091,09:00 - 10:00,122.99,0.17,122.82,123.18,122.54,28708.0,N.A.
1092,10:00 - 11:00,122.84,-0.15,122.99,123.33,122.7,29264.0,N.A.
1093,11:00 - 12:00,122.24,-0.6,122.84,122.9,122.0,27365.0,N.A.
1094,12:00 - 13:00,122.5,0.26,122.24,122.7,122.24,21593.0,N.A.
1095,13:00 - 14:00,122.67,0.17,122.5,122.67,122.23,19901.0,N.A.
1096,14:00 - 15:00,122.86,0.19,122.67,122.88,122.47,21921.0,N.A.
1097,15:00 - 16:00,122.51,-0.35,122.86,122.94,122.46,20149.0,N.A.
1098,16:00 - 17:00,122.58,0.07,122.51,122.71,122.23,14746.0,N.A.
1099,17:00 - 18:00,121.93,-0.65,122.58,122.66,121.91,12733.0,N.A.
1100,18:00 - 19:00,121.96,0.03,121.93,122.0,121.75,19294.0,N.A.
1101,19:00 - 20:00,122.26,0.3,121.96,122.36,121.93,18798.0,N.A.
1102,20:00 - 21:00,122.65,0.39,122.26,122.67,122.25,17846.0,N.A.
1103,21:00 - 22:00,122.65,0.0,122.65,122.93,122.56,21053.0,N.A.
1104,22:00 - 23:00,123.1,0.45,122.65,123.24,122.52,19603.0,N.A.
1105,23:00 - 00:00,123.07,-0.03,123.1,123.31,122.94,18988.0,N.A.
1107,00:00 - 01:00,123.15,0.08,123.07,123.2,122.93,15641.0,N.A.
1108,01:00 - 02:00,123.44,0.29,123.16,123.58,123.15,22509.0,N.A.
1109,02:00 - 03:00,123.73,0.29,123.44,123.76,123.19,25076.0,N.A.
1110,03:00 - 04:00,123.72,-0.01,123.73,124.11,123.71,28617.0,N.A.
1111,04:00 - 05:00,123.25,-0.47,123.72,123.92,123.22,28723.0,N.A.
1112,05:00 - 06:00,123.4,0.15,123.25,123.53,123.11,26447.0,N.A.
1113,06:00 - 07:00,123.02,-0.38,123.4,123.47,122.94,24429.0,N.A.
1114,07:00 - 08:00,123.37,0.35,123.02,123.54,123.01,24936.0,N.A.
1115,08:00 - 09:00,124.13,0.76,123.38,124.13,123.35,28150.0,N.A.
1116,09:00 - 10:00,123.86,-0.27,124.13,124.22,123.68,30530.0,N.A.
1117,10:00 - 11:00,123.73,-0.13,123.86,124.08,123.56,30266.0,N.A.
1118,11:00 - 12:00,123.17,-0.56,123.73,123.81,123.02,30447.0,N.A.
1119,12:00 - 13:00,123.64,0.47,123.17,123.99,123.17,24780.0,N.A.
1120,13:00 - 14:00,123.58,-0.06,123.64,123.78,123.38,20682.0,N.A.
1121,14:00 - 15:00,123.81,0.23,123.57,123.89,123.48,22922.0,N.A.
1122,15:00 - 16:00,123.7,-0.11,123.81,123.82,123.45,20258.0,N.A.
1123,16:00 - 17:00,123.31,-0.39,123.7,123.71,123.11,15387.0,N.A.
1124,17:00 - 18:00,123.19,-0.12,123.31,123.42,123.12,9799.0,N.A.
1125,18:00 - 19:00,123.44,0.25,123.19,123.53,123.17,15275.0,N.A.
1126,19:00 - 20:00,122.71,-0.73,123.44,123.48,122.39,24115.0,N.A.
1127,20:00 - 21:00,122.81,0.1,122.71,122.89,122.55,18869.0,N.A.
1128,21:00 - 22:00,123.13,0.32,122.81,123.19,122.81,18134.0,N.A.
1129,22:00 - 23:00,122.97,-0.16,123.13,123.17,122.92,15732.0,N.A.
1130,23:00 - 00:00,122.94,-0.03,122.97,123.03,122.86,15029.0,N.A.
1132,00:00 - 01:00,122.99,0.05,122.94,123.12,122.87,15942.0,N.A.
1133,01:00 - 02:00,123.3,0.31,122.99,123.34,122.93,20926.0,N.A.
1134,02:00 - 03:00,123.65,0.35,123.3,123.83,123.21,28597.0,N.A.
1135,03:00 - 04:00,124.17,0.52,123.65,124.46,123.56,33118.0,N.A.
1136,04:00 - 05:00,124.33,0.16,124.17,124.37,124.12,26421.0,N.A.
1137,05:00 - 06:00,124.26,-0.07,124.33,124.42,124.25,23291.0,N.A.
1138,06:00 - 07:00,124.35,0.09,124.26,124.47,124.23,25183.0,N.A.
1139,07:00 - 08:00,124.61,0.26,124.35,124.63,124.31,24225.0,N.A.
1140,08:00 - 09:00,124.91,0.3,124.61,124.94,124.44,30151.0,N.A.
1141,09:00 - 10:00,124.79,-0.12,124.91,125.12,124.77,27511.0,N.A.
1142,10:00 - 11:00,124.82,0.03,124.79,124.98,124.23,29209.0,N.A.
1143,11:00 - 12:00,125.22,0.4,124.81,125.31,124.75,28989.0,N.A.
1144,12:00 - 13:00,125.18,-0.04,125.22,125.54,125.08,23438.0,N.A.
1145,13:00 - 14:00,125.22,0.04,125.18,125.34,125.04,20433.0,N.A.
1146,14:00 - 15:00,125.42,0.2,125.22,125.65,125.17,22540.0,N.A.
1147,15:00 - 16:00,125.19,-0.23,125.42,125.62,125.17,20376.0,N.A.
1148,16:00 - 17:00,125.52,0.33,125.19,125.54,125.15,16340.0,N.A.
1149,17:00 - 18:00,125.4,-0.12,125.53,125.54,125.36,10560.0,N.A.
1150,18:00 - 19:00,125.1,-0.3,125.4,125.48,125.09,14789.0,N.A.
1151,19:00 - 20:00,125.14,0.04,125.1,125.38,124.9,20916.0,N.A.
1152,20:00 - 21:00,125.31,0.17,125.14,125.33,125.07,18954.0,N.A.
1153,21:00 - 22:00,124.98,-0.33,125.31,125.37,124.88,20362.0,N.A.
1154,22:00 - 23:00,125.13,0.15,124.98,125.28,124.93,15749.0,N.A.
1155,23:00 - 00:00,125.12,-0.01,125.13,125.31,125.09,15219.0,N.A.
1157,00:00 - 01:00,125.09,-0.03,125.12,125.23,125.01,16570.0,N.A.
1158,01:00 - 02:00,125.15,0.06,125.09,125.32,124.97,24342.0,N.A.
1159,02:00 - 03:00,125.63,0.48,125.15,125.76,125.14,26118.0,N.A.
1160,03:00 - 04:00,125.11,-0.52,125.63,125.63,125.09,26769.0,N.A.
1161,04:00 - 05:00,125.01,-0.1,125.11,125.24,124.94,25922.0,N.A.
1162,05:00 - 06:00,124.97,-0.04,125.01,125.18,124.81,24371.0,N.A.
1163,06:00 - 07:00,124.52,-0.45,124.97,125.02,124.32,29296.0,N.A.
1164,07:00 - 08:00,124.79,0.27,124.51,124.94,124.27,29906.0,N.A.
1165,08:00 - 09:00,124.01,-0.78,124.79,124.86,123.99,27829.0,N.A.
1166,09:00 - 10:00,123.83,-0.18,124.01,124.01,123.03,24333.0,N.A.
1167,10:00 - 11:00,123.26,-0.57,123.83,124.07,123.21,24117.0,N.A.
1168,11:00 - 12:00,123.56,0.3,123.26,123.63,123.26,24197.0,N.A.
1169,12:00 - 13:00,123.44,-0.12,123.56,123.86,123.4,21218.0,N.A.
1170,13:00 - 14:00,123.64,0.2,123.43,123.74,123.32,20383.0,N.A.
1171,14:00 - 15:00,123.26,-0.38,123.64,123.66,123.26,19081.0,N.A.
1172,15:00 - 16:00,122.89,-0.37,123.26,123.42,122.72,21595.0,N.A.
1173,16:00 - 17:00,123.0,0.11,122.89,123.14,122.83,13461.0,N.A.
1174,17:00 - 18:00,122.96,-0.04,123.0,123.05,122.77,9658.0,N.A.
1175,18:00 - 19:00,123.11,0.15,122.96,123.28,122.94,13288.0,N.A.
1176,19:00 - 20:00,123.64,0.53,123.11,123.76,123.11,18164.0,N.A.
1177,20:00 - 21:00,123.22,-0.42,123.64,123.66,123.14,18781.0,N.A.
1178,21:00 - 22:00,123.34,0.12,123.22,123.35,123.15,17236.0,N.A.
1179,22:00 - 23:00,123.52,0.18,123.34,123.53,123.26,15474.0,N.A.
1180,23:00 - 00:00,123.59,0.07,123.52,123.67,123.39,17447.0,N.A.
