,Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
70,20:00 - 21:00,126.46,-0.15,126.62,126.65,126.4,11621.0,N.A.
71,21:00 - 22:00,126.65,0.19,126.46,126.83,126.44,12023.0,N.A.
72,22:00 - 23:00,126.65,0.0,126.65,126.71,126.54,11552.0,N.A.
73,23:00 - 00:00,126.17,-0.48,126.65,126.76,125.78,11206.0,N.A.
75,00:00 - 01:00,125.86,-0.31,126.17,126.18,125.72,11286.0,N.A.
76,01:00 - 02:00,126.03,0.17,125.86,126.16,125.76,9513.0,N.A.
77,02:00 - 03:00,125.98,-0.05,126.03,126.26,125.63,6296.0,N.A.
78,03:00 - 04:00,125.65,-0.33,125.98,126.12,125.61,6129.0,N.A.
79,04:00 - 05:00,125.94,0.29,125.65,126.23,125.63,6973.0,N.A.
80,05:00 - 06:00,125.76,-0.18,125.94,126.0,125.54,6393.0,N.A.
81,06:00 - 07:00,125.52,-0.24,125.76,125.92,125.45,6890.0,N.A.
82,07:00 - 08:00,125.7,0.18,125.52,125.8,125.19,6303.0,N.A.
83,08:00 - 09:00,126.24,0.54,125.7,126.42,125.67,6329.0,N.A.
84,09:00 - 10:00,126.86,0.62,126.25,126.88,126.22,6850.0,N.A.
85,10:00 - 11:00,126.39,-0.47,126.86,126.95,126.21,7857.0,N.A.
86,11:00 - 12:00,126.67,0.28,126.4,126.75,126.23,8520.0,N.A.
87,12:00 - 13:00,126.93,0.26,126.67,126.94,126.6,9920.0,N.A.
88,13:00 - 14:00,126.41,-0.52,126.93,126.99,126.22,8950.0,N.A.
89,14:00 - 15:00,127.1,0.69,126.41,127.13,126.33,8580.0,N.A.
90,15:00 - 16:00,126.91,-0.19,127.1,127.14,126.65,9874.0,N.A.
91,16:00 - 17:00,126.75,-0.16,126.91,126.92,126.6,9523.0,N.A.
92,17:00 - 18:00,126.13,-0.62,126.75,126.79,126.08,10362.0,N.A.
93,18:00 - 19:00,126.12,-0.01,126.13,126.26,125.82,11470.0,N.A.
94,19:00 - 20:00,126.56,0.44,126.12,126.91,126.02,11377.0,N.A.
95,20:00 - 21:00,126.72,0.16,126.56,126.73,126.26,11586.0,N.A.
96,21:00 - 22:00,126.62,-0.1,126.72,126.9,126.46,11619.0,N.A.
97,22:00 - 23:00,126.92,0.3,126.62,127.05,126.52,11996.0,N.A.
98,23:00 - 00:00,126.77,-0.15,126.92,126.97,126.73,11500.0,N.A.
100,00:00 - 01:00,126.91,0.14,126.77,127.09,126.64,10644.0,N.A.
101,01:00 - 02:00,126.42,-0.49,126.91,126.94,126.41,9824.0,N.A.
102,02:00 - 03:00,126.97,0.55,126.42,127.15,126.32,6250.0,N.A.
103,03:00 - 04:00,126.66,-0.31,126.98,127.36,126.6,6764.0,N.A.
104,04:00 - 05:00,126.67,0.01,126.65,126.81,126.39,7179.0,N.A.
105,05:00 - 06:00,127.04,0.37,126.67,127.07,126.56,7079.0,N.A.
106,06:00 - 07:00,126.94,-0.1,127.04,127.18,126.87,7674.0,N.A.
107,07:00 - 08:00,126.72,-0.22,126.94,127.02,126.67,6771.0,N.A.
108,08:00 - 09:00,127.45,0.73,126.72,127.64,126.25,5806.0,N.A.
109,09:00 - 10:00,127.01,-0.44,127.45,127.45,126.96,6883.0,N.A.
110,10:00 - 11:00,126.67,-0.34,127.01,127.06,126.26,7642.0,N.A.
111,11:00 - 12:00,127.14,0.47,126.68,127.26,126.58,7298.0,N.A.
112,12:00 - 13:00,126.56,-0.58,127.14,127.15,126.53,8802.0,N.A.
113,13:00 - 14:00,126.56,0.0,126.56,127.01,126.54,8018.0,N.A.
114,14:00 - 15:00,126.24,-0.32,126.56,126.61,126.21,8265.0,N.A.
115,15:00 - 16:00,126.28,0.04,126.24,126.37,125.66,8783.0,N.A.
116,16:00 - 17:00,126.42,0.14,126.28,126.58,126.17,7981.0,N.A.
117,17:00 - 18:00,126.44,0.02,126.43,126.51,126.35,8956.0,N.A.
118,18:00 - 19:00,126.27,-0.17,126.44,126.49,126.09,9839.0,N.A.
119,19:00 - 20:00,125.89,-0.38,126.27,126.42,125.82,9845.0,N.A.
120,20:00 - 21:00,126.14,0.25,125.89,126.39,125.88,10282.0,N.A.
121,21:00 - 22:00,126.04,-0.1,126.14,126.16,125.88,10520.0,N.A.
122,22:00 - 23:00,126.08,0.04,126.03,126.14,125.95,10062.0,N.A.
123,23:00 - 00:00,126.14,0.06,126.08,126.2,125.88,11079.0,N.A.
125,00:00 - 01:00,125.89,-0.25,126.14,126.18,125.89,11024.0,N.A.
126,01:00 - 02:00,125.51,-0.38,125.89,125.98,125.36,9754.0,N.A.
127,02:00 - 03:00,124.61,-0.9,125.51,125.65,124.25,6575.0,N.A.
128,03:00 - 04:00,124.49,-0.12,124.61,124.67,124.11,6663.0,N.A.
129,04:00 - 05:00,124.94,0.45,124.49,125.14,124.47,7791.0,N.A.
130,05:00 - 06:00,124.48,-0.46,124.94,124.94,124.27,7549.0,N.A.
131,06:00 - 07:00,124.31,-0.17,124.48,124.53,124.23,8218.0,N.A.
132,07:00 - 08:00,124.25,-0.06,124.31,124.59,124.25,5748.0,N.A.
133,08:00 - 09:00,125.05,0.8,124.25,125.16,124.18,6438.0,N.A.
134,09:00 - 10:00,125.38,0.33,125.05,125.7,124.93,7144.0,N.A.
135,10:00 - 11:00,125.17,-0.21,125.38,125.4,124.93,9517.0,N.A.
136,11:00 - 12:00,124.99,-0.18,125.17,125.45,124.72,8219.0,N.A.
137,12:00 - 13:00,124.83,-0.16,124.99,125.05,124.8,20596.0,N.A.
138,13:00 - 14:00,124.96,0.13,124.83,125.0,124.67,19967.0,N.A.
139,14:00 - 15:00,125.29,0.33,124.96,125.37,124.89,18328.0,N.A.
140,15:00 - 16:00,125.12,-0.17,125.29,125.51,124.77,17354.0,N.A.
141,16:00 - 17:00,124.96,-0.16,125.12,125.15,124.79,12167.0,N.A.
142,17:00 - 18:00,125.01,0.05,124.96,125.05,124.69,6668.0,N.A.
143,18:00 - 19:00,125.18,0.17,125.01,125.22,124.98,11665.0,N.A.
144,19:00 - 20:00,124.71,-0.47,125.18,125.28,124.66,18272.0,N.A.
145,20:00 - 21:00,124.61,-0.1,124.71,124.77,124.42,16622.0,N.A.
146,21:00 - 22:00,124.68,0.07,124.61,124.83,124.59,13138.0,N.A.
147,22:00 - 23:00,124.59,-0.09,124.68,124.68,124.45,13793.0,N.A.
148,23:00 - 00:00,124.56,-0.03,124.59,124.7,124.51,13647.0,N.A.
150,00:00 - 01:00,124.53,-0.03,124.56,124.76,124.43,16773.0,N.A.
151,01:00 - 02:00,124.6,0.07,124.53,124.67,124.47,18180.0,N.A.
152,02:00 - 03:00,124.62,0.02,124.6,125.01,124.5,20874.0,N.A.
153,03:00 - 04:00,124.47,-0.15,124.62,124.74,124.41,21726.0,N.A.
154,04:00 - 05:00,124.19,-0.28,124.46,124.56,123.99,23481.0,N.A.
155,05:00 - 06:00,124.36,0.17,124.19,124.51,124.19,24013.0,N.A.
156,06:00 - 07:00,124.53,0.17,124.36,124.56,124.31,23930.0,N.A.
157,07:00 - 08:00,124.32,-0.21,124.53,124.54,124.17,22558.0,N.A.
158,08:00 - 09:00,124.37,0.05,124.32,125.19,124.23,31243.0,N.A.
159,09:00 - 10:00,122.83,-1.54,124.37,124.37,122.68,31824.0,N.A.
160,10:00 - 11:00,121.86,-0.97,122.83,123.03,121.62,28657.0,N.A.
161,11:00 - 12:00,121.79,-0.07,121.86,122.15,121.49,25587.0,N.A.
162,12:00 - 13:00,121.54,-0.25,121.79,122.06,121.33,20743.0,N.A.
163,13:00 - 14:00,121.42,-0.12,121.54,121.67,121.35,17769.0,N.A.
164,14:00 - 15:00,121.49,0.07,121.42,121.77,121.38,20059.0,N.A.
165,15:00 - 16:00,121.18,-0.31,121.5,121.6,121.17,15171.0,N.A.
166,16:00 - 17:00,121.81,0.63,121.18,121.81,121.18,9442.0,N.A.
168,14:00 - 15:00,121.47,-0.34,121.5,121.65,121.44,779.0,N.A.
169,15:00 - 16:00,121.33,-0.14,121.47,121.53,121.31,756.0,N.A.
170,16:00 - 17:00,121.46,0.13,121.33,121.6,121.32,2868.0,N.A.
171,17:00 - 18:00,121.19,-0.27,121.46,121.46,121.11,5032.0,N.A.
172,18:00 - 19:00,120.95,-0.24,121.19,121.26,120.85,14276.0,N.A.
173,19:00 - 20:00,120.78,-0.17,120.95,121.1,120.42,14195.0,N.A.
174,20:00 - 21:00,120.97,0.19,120.78,121.13,120.65,12150.0,N.A.
175,21:00 - 22:00,120.96,-0.01,120.97,121.14,120.93,8541.0,N.A.
176,22:00 - 23:00,120.62,-0.34,120.96,120.97,120.55,11055.0,N.A.
177,23:00 - 00:00,120.64,0.02,120.61,120.7,120.49,12511.0,N.A.
179,00:00 - 01:00,120.89,0.25,120.64,120.96,120.61,12767.0,N.A.
180,01:00 - 02:00,120.84,-0.05,120.89,120.99,120.71,15401.0,N.A.
181,02:00 - 03:00,120.73,-0.11,120.84,121.09,120.58,19703.0,N.A.
182,03:00 - 04:00,120.33,-0.4,120.73,120.95,120.11,25850.0,N.A.
183,04:00 - 05:00,120.56,0.23,120.33,120.67,120.25,22780.0,N.A.
184,05:00 - 06:00,120.62,0.06,120.56,120.73,120.4,21382.0,N.A.
