,Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
77,05:00 - 06:00,120.36,0.15,120.21,120.38,120.17,65608.0,N.A.
78,06:00 - 07:00,120.27,-0.09,120.36,120.43,120.24,62330.0,N.A.
79,07:00 - 08:00,120.16,-0.11,120.27,120.29,120.05,69078.0,N.A.
80,08:00 - 09:00,119.82,-0.34,120.16,120.18,119.76,91601.0,N.A.
81,09:00 - 10:00,119.48,-0.34,119.82,119.84,119.46,126604.0,N.A.
82,10:00 - 11:00,119.6,0.12,119.48,119.67,119.38,130621.0,N.A.
83,11:00 - 12:00,119.65,0.05,119.59,119.78,119.44,88226.0,N.A.
84,12:00 - 13:00,119.61,-0.04,119.65,119.79,119.56,65392.0,N.A.
85,13:00 - 14:00,119.69,0.08,119.61,119.79,119.58,58808.0,N.A.
86,14:00 - 15:00,119.53,-0.16,119.69,119.7,119.5,60550.0,N.A.
87,15:00 - 16:00,119.66,0.13,119.53,119.68,119.5,62344.0,N.A.
88,16:00 - 17:00,119.64,-0.02,119.66,119.66,119.57,41483.0,N.A.
89,17:00 - 18:00,119.29,-0.35,119.64,119.64,119.27,58226.0,N.A.
90,18:00 - 19:00,119.42,0.13,119.29,119.49,119.29,54977.0,N.A.
91,19:00 - 20:00,119.17,-0.25,119.42,119.51,119.16,71692.0,N.A.
92,20:00 - 21:00,119.44,0.27,119.17,119.45,119.16,64396.0,N.A.
93,21:00 - 22:00,119.34,-0.1,119.44,119.44,119.17,68396.0,N.A.
94,22:00 - 23:00,119.29,-0.05,119.34,119.39,119.25,55633.0,N.A.
95,23:00 - 00:00,119.24,-0.05,119.29,119.29,119.09,57255.0,N.A.
97,00:00 - 01:00,118.96,-0.28,119.24,119.24,118.89,75391.0,N.A.
98,01:00 - 02:00,118.8,-0.16,118.96,119.04,118.66,73025.0,N.A.
99,02:00 - 03:00,119.17,0.37,118.8,119.17,118.79,85278.0,N.A.
100,03:00 - 04:00,118.88,-0.29,119.17,119.24,118.76,94849.0,N.A.
101,04:00 - 05:00,118.83,-0.05,118.88,119.01,118.72,94531.0,N.A.
102,05:00 - 06:00,118.97,0.14,118.83,118.98,118.75,84177.0,N.A.
103,06:00 - 07:00,119.32,0.35,118.97,119.34,118.96,74375.0,N.A.
104,07:00 - 08:00,119.05,-0.27,119.32,119.39,119.04,82062.0,N.A.
105,08:00 - 09:00,119.0,-0.05,119.05,119.13,118.9,84066.0,N.A.
106,09:00 - 10:00,118.81,-0.19,119.0,119.2,118.81,111415.0,N.A.
107,10:00 - 11:00,118.71,-0.1,118.81,119.07,118.61,143087.0,N.A.
108,11:00 - 12:00,118.23,-0.48,118.71,118.81,118.2,187538.0,N.A.
109,12:00 - 13:00,118.47,0.24,118.23,118.49,118.06,161186.0,N.A.
110,13:00 - 14:00,118.37,-0.1,118.47,118.47,118.09,123173.0,N.A.
111,14:00 - 15:00,118.62,0.25,118.37,118.65,118.25,86139.0,N.A.
112,15:00 - 16:00,118.51,-0.11,118.62,118.81,118.5,114247.0,N.A.
113,16:00 - 17:00,118.39,-0.12,118.51,118.62,118.37,54386.0,N.A.
114,17:00 - 18:00,118.57,0.18,118.39,118.68,118.39,69829.0,N.A.
115,18:00 - 19:00,118.66,0.09,118.57,118.7,118.51,56209.0,N.A.
116,19:00 - 20:00,118.74,0.08,118.66,118.86,118.65,69720.0,N.A.
117,20:00 - 21:00,119.01,0.27,118.74,119.01,118.74,65294.0,N.A.
118,21:00 - 22:00,119.07,0.06,119.01,119.17,119.01,54334.0,N.A.
119,22:00 - 23:00,119.02,-0.05,119.07,119.11,118.89,50724.0,N.A.
120,23:00 - 00:00,119.05,0.03,119.02,119.1,118.98,50558.0,N.A.
122,00:00 - 01:00,118.88,-0.17,119.05,119.07,118.81,54906.0,N.A.
123,01:00 - 02:00,119.04,0.16,118.88,119.1,118.8,55864.0,N.A.
124,02:00 - 03:00,119.05,0.01,119.04,119.25,118.92,87721.0,N.A.
125,03:00 - 04:00,119.08,0.03,119.05,119.2,118.97,105513.0,N.A.
126,04:00 - 05:00,118.83,-0.25,119.08,119.1,118.7,96199.0,N.A.
127,05:00 - 06:00,119.15,0.32,118.83,119.2,118.77,105094.0,N.A.
128,06:00 - 07:00,119.14,-0.01,119.15,119.17,119.01,83399.0,N.A.
129,07:00 - 08:00,119.17,0.03,119.14,119.23,119.03,81398.0,N.A.
130,08:00 - 09:00,119.41,0.24,119.17,119.55,119.16,129915.0,N.A.
131,09:00 - 10:00,119.51,0.1,119.41,119.57,119.3,116001.0,N.A.
132,10:00 - 11:00,119.45,-0.06,119.51,119.65,119.41,130690.0,N.A.
133,11:00 - 12:00,119.53,0.08,119.45,119.55,119.3,98429.0,N.A.
134,12:00 - 13:00,119.49,-0.04,119.53,119.58,119.43,73041.0,N.A.
135,13:00 - 14:00,119.27,-0.22,119.49,119.52,119.22,66260.0,N.A.
136,14:00 - 15:00,118.95,-0.32,119.27,119.53,118.85,129327.0,N.A.
137,15:00 - 16:00,119.15,0.2,118.95,119.2,118.95,87761.0,N.A.
138,16:00 - 17:00,119.26,0.11,119.15,119.26,119.07,52967.0,N.A.
139,17:00 - 18:00,119.33,0.07,119.26,119.36,119.22,38738.0,N.A.
140,18:00 - 19:00,119.28,-0.05,119.33,119.41,119.25,51765.0,N.A.
141,19:00 - 20:00,119.45,0.17,119.28,119.48,119.16,70196.0,N.A.
142,20:00 - 21:00,119.68,0.23,119.45,119.72,119.37,68241.0,N.A.
143,21:00 - 22:00,119.72,0.04,119.68,119.76,119.61,54393.0,N.A.
144,22:00 - 23:00,119.68,-0.04,119.72,119.82,119.62,53514.0,N.A.
145,23:00 - 00:00,119.75,0.07,119.68,119.8,119.64,54091.0,N.A.
147,00:00 - 01:00,119.7,-0.05,119.73,119.75,119.64,52701.0,N.A.
148,01:00 - 02:00,119.87,0.17,119.7,119.9,119.7,55480.0,N.A.
149,02:00 - 03:00,119.81,-0.06,119.87,119.96,119.79,63756.0,N.A.
150,03:00 - 04:00,119.75,-0.06,119.81,119.86,119.69,73752.0,N.A.
151,04:00 - 05:00,119.75,0.0,119.75,119.84,119.68,73593.0,N.A.
152,05:00 - 06:00,119.84,0.09,119.75,119.88,119.75,70101.0,N.A.
153,06:00 - 07:00,119.81,-0.03,119.84,119.86,119.76,62911.0,N.A.
154,07:00 - 08:00,119.73,-0.08,119.81,119.9,119.73,67576.0,N.A.
155,08:00 - 09:00,119.46,-0.27,119.73,119.84,119.42,98374.0,N.A.
156,09:00 - 10:00,119.53,0.07,119.46,119.66,119.39,108841.0,N.A.
157,10:00 - 11:00,119.68,0.15,119.53,119.73,119.52,120499.0,N.A.
158,11:00 - 12:00,119.52,-0.16,119.68,119.69,119.52,76996.0,N.A.
159,12:00 - 13:00,119.53,0.01,119.52,119.57,119.45,61434.0,N.A.
160,13:00 - 14:00,119.61,0.08,119.53,119.73,119.49,58241.0,N.A.
161,14:00 - 15:00,119.68,0.07,119.61,119.77,119.59,63843.0,N.A.
162,15:00 - 16:00,119.65,-0.03,119.68,119.73,119.62,57587.0,N.A.
163,16:00 - 17:00,119.66,0.01,119.65,119.69,119.62,42054.0,N.A.
164,17:00 - 18:00,119.76,0.1,119.66,119.83,119.64,44458.0,N.A.
165,18:00 - 19:00,119.8,0.04,119.76,119.88,119.75,57285.0,N.A.
166,19:00 - 20:00,119.82,0.02,119.8,119.85,119.74,62981.0,N.A.
167,20:00 - 21:00,119.57,-0.25,119.82,119.82,119.47,76649.0,N.A.
168,21:00 - 22:00,119.49,-0.08,119.57,119.63,119.41,64546.0,N.A.
169,22:00 - 23:00,119.55,0.06,119.49,119.59,119.47,46388.0,N.A.
170,23:00 - 00:00,119.35,-0.2,119.55,119.55,119.27,57246.0,N.A.
172,00:00 - 01:00,119.33,-0.02,119.35,119.36,119.17,59090.0,N.A.
173,01:00 - 02:00,119.43,0.1,119.33,119.48,119.32,51411.0,N.A.
174,02:00 - 03:00,119.44,0.01,119.43,119.49,119.32,59346.0,N.A.
175,03:00 - 04:00,119.39,-0.05,119.44,119.44,119.29,74724.0,N.A.
176,04:00 - 05:00,119.33,-0.06,119.39,119.44,119.31,67036.0,N.A.
177,05:00 - 06:00,119.22,-0.11,119.33,119.35,119.18,71569.0,N.A.
178,06:00 - 07:00,119.27,0.05,119.22,119.3,119.2,63029.0,N.A.
179,07:00 - 08:00,119.19,-0.08,119.27,119.3,119.17,58085.0,N.A.
180,08:00 - 09:00,119.51,0.32,119.19,119.77,118.81,147524.0,N.A.
181,09:00 - 10:00,119.16,-0.35,119.51,119.66,119.1,113685.0,N.A.
182,10:00 - 11:00,118.87,-0.29,119.16,119.17,118.74,133930.0,N.A.
183,11:00 - 12:00,118.66,-0.21,118.87,118.87,118.42,154156.0,N.A.
184,12:00 - 13:00,118.57,-0.09,118.66,118.69,118.51,88568.0,N.A.
185,13:00 - 14:00,118.52,-0.05,118.57,118.62,118.51,73788.0,N.A.
186,14:00 - 15:00,118.57,0.05,118.52,118.6,118.51,65866.0,N.A.
187,15:00 - 16:00,118.55,-0.02,118.57,118.67,118.5,61221.0,N.A.
188,16:00 - 17:00,118.5,-0.05,118.55,118.57,118.46,47856.0,N.A.
190,13:00 - 14:00,118.42,-0.08,118.51,118.51,118.42,1134.0,N.A.
191,14:00 - 15:00,118.32,-0.1,118.42,118.44,118.31,5053.0,N.A.
192,15:00 - 16:00,118.27,-0.05,118.32,118.32,118.22,8295.0,N.A.
193,16:00 - 17:00,118.34,0.07,118.27,118.4,118.27,12281.0,N.A.
194,17:00 - 18:00,118.24,-0.1,118.34,118.43,118.24,37186.0,N.A.
195,18:00 - 19:00,118.23,-0.01,118.24,118.35,118.13,52749.0,N.A.
196,19:00 - 20:00,118.31,0.08,118.23,118.37,118.21,50019.0,N.A.
197,20:00 - 21:00,118.39,0.08,118.31,118.41,118.25,45697.0,N.A.
198,21:00 - 22:00,118.4,0.01,118.39,118.51,118.35,44976.0,N.A.
199,22:00 - 23:00,118.3,-0.1,118.4,118.4,118.22,47082.0,N.A.
200,23:00 - 00:00,118.28,-0.02,118.3,118.32,118.24,39229.0,N.A.
202,00:00 - 01:00,118.12,-0.16,118.28,118.28,118.1,52193.0,N.A.
203,01:00 - 02:00,118.27,0.15,118.12,118.31,118.12,48780.0,N.A.
204,02:00 - 03:00,118.33,0.06,118.27,118.4,118.22,56833.0,N.A.
205,03:00 - 04:00,118.73,0.4,118.33,118.81,118.3,88099.0,N.A.
206,04:00 - 05:00,119.14,0.41,118.73,119.15,118.73,78571.0,N.A.
207,05:00 - 06:00,119.18,0.04,119.14,119.32,119.14,74017.0,N.A.
208,06:00 - 07:00,119.24,0.06,119.18,119.28,119.18,59186.0,N.A.
209,07:00 - 08:00,119.19,-0.05,119.24,119.26,119.02,64704.0,N.A.
210,08:00 - 09:00,118.87,-0.32,119.19,119.21,118.78,87818.0,N.A.
211,09:00 - 10:00,118.36,-0.51,118.87,118.92,118.25,109843.0,N.A.
212,10:00 - 11:00,118.65,0.29,118.36,118.66,118.22,112660.0,N.A.
213,11:00 - 12:00,118.33,-0.32,118.65,118.69,118.28,107852.0,N.A.
214,12:00 - 13:00,118.3,-0.03,118.33,118.42,118.19,76520.0,N.A.
215,13:00 - 14:00,118.28,-0.02,118.3,118.32,118.13,69098.0,N.A.
216,14:00 - 15:00,118.34,0.06,118.28,118.37,118.23,57782.0,N.A.
217,15:00 - 16:00,118.33,-0.01,118.34,118.39,118.24,57218.0,N.A.
218,16:00 - 17:00,118.35,0.02,118.33,118.38,118.27,42906.0,N.A.
219,17:00 - 18:00,118.36,0.01,118.35,118.41,118.3,45061.0,N.A.
220,18:00 - 19:00,118.34,-0.02,118.36,118.48,118.31,48250.0,N.A.
221,19:00 - 20:00,117.83,-0.51,118.34,118.34,117.81,107489.0,N.A.
222,20:00 - 21:00,117.85,0.02,117.83,117.99,117.74,81652.0,N.A.
223,21:00 - 22:00,117.96,0.11,117.85,118.05,117.79,60808.0,N.A.
224,22:00 - 23:00,117.98,0.02,117.96,117.99,117.81,50726.0,N.A.
225,23:00 - 00:00,118.36,0.38,117.98,118.38,117.93,84370.0,N.A.
227,00:00 - 01:00,118.67,0.31,118.36,118.7,118.26,69324.0,N.A.
228,01:00 - 02:00,118.67,0.0,118.66,118.85,118.57,66539.0,N.A.
229,02:00 - 03:00,118.24,-0.43,118.67,118.67,118.22,75375.0,N.A.
230,03:00 - 04:00,118.32,0.08,118.24,118.51,118.22,82533.0,N.A.
231,04:00 - 05:00,118.54,0.22,118.32,118.67,118.25,76238.0,N.A.
232,05:00 - 06:00,118.45,-0.09,118.54,118.69,118.43,69751.0,N.A.
233,06:00 - 07:00,118.62,0.17,118.45,118.67,118.41,68513.0,N.A.
234,07:00 - 08:00,118.47,-0.15,118.62,118.67,118.46,70619.0,N.A.
235,08:00 - 09:00,118.46,-0.01,118.47,118.53,118.35,81900.0,N.A.
236,09:00 - 10:00,118.64,0.18,118.46,118.77,118.45,96930.0,N.A.
237,10:00 - 11:00,118.5,-0.14,118.64,118.68,118.39,93492.0,N.A.
238,11:00 - 12:00,118.17,-0.33,118.5,118.53,118.12,112226.0,N.A.
239,12:00 - 13:00,117.95,-0.22,118.17,118.21,117.86,88426.0,N.A.
240,13:00 - 14:00,117.7,-0.25,117.95,118.1,117.6,95349.0,N.A.
241,14:00 - 15:00,117.71,0.01,117.7,117.85,117.54,94102.0,N.A.
242,15:00 - 16:00,117.83,0.12,117.71,117.95,117.69,97183.0,N.A.
243,16:00 - 17:00,117.93,0.1,117.83,117.94,117.81,44121.0,N.A.
244,17:00 - 18:00,117.9,-0.03,117.93,117.96,117.84,42608.0,N.A.
245,18:00 - 19:00,117.82,-0.08,117.9,117.94,117.69,58833.0,N.A.
246,19:00 - 20:00,117.68,-0.14,117.82,117.93,117.49,117799.0,N.A.
247,20:00 - 21:00,117.56,-0.12,117.68,117.82,117.54,93657.0,N.A.
248,21:00 - 22:00,117.46,-0.1,117.56,117.65,117.41,93999.0,N.A.
249,22:00 - 23:00,117.5,0.04,117.46,117.51,117.33,76054.0,N.A.
250,23:00 - 00:00,117.27,-0.23,117.5,117.55,117.26,73638.0,N.A.
252,00:00 - 01:00,117.12,-0.15,117.27,117.28,117.0,71269.0,N.A.
253,01:00 - 02:00,116.94,-0.18,117.12,117.17,116.75,75784.0,N.A.
254,02:00 - 03:00,117.08,0.14,116.94,117.25,116.93,89644.0,N.A.
255,03:00 - 04:00,116.68,-0.4,117.09,117.09,116.59,114987.0,N.A.
256,04:00 - 05:00,117.02,0.34,116.68,117.05,116.54,105254.0,N.A.
257,05:00 - 06:00,117.0,-0.02,117.02,117.17,116.9,93202.0,N.A.
258,06:00 - 07:00,116.87,-0.13,117.0,117.12,116.8,97793.0,N.A.
259,07:00 - 08:00,116.88,0.01,116.87,117.04,116.84,99299.0,N.A.
260,08:00 - 09:00,116.32,-0.56,116.88,116.9,116.07,180595.0,N.A.
261,09:00 - 10:00,116.61,0.29,116.32,116.7,116.21,181549.0,N.A.
262,10:00 - 11:00,116.92,0.31,116.61,116.92,116.47,175068.0,N.A.
263,11:00 - 12:00,116.78,-0.14,116.92,116.93,116.7,104522.0,N.A.
264,12:00 - 13:00,117.04,0.26,116.78,117.1,116.69,89957.0,N.A.
265,13:00 - 14:00,116.98,-0.06,117.04,117.15,116.86,84902.0,N.A.
266,14:00 - 15:00,117.27,0.29,116.98,117.39,116.96,89771.0,N.A.
267,15:00 - 16:00,117.27,0.0,117.27,117.44,117.25,105991.0,N.A.
268,16:00 - 17:00,117.33,0.06,117.27,117.39,117.26,48971.0,N.A.
269,17:00 - 18:00,117.26,-0.07,117.33,117.34,117.13,47648.0,N.A.
270,18:00 - 19:00,117.43,0.17,117.26,117.47,117.21,58593.0,N.A.
271,19:00 - 20:00,117.67,0.24,117.43,117.7,117.43,94248.0,N.A.
272,20:00 - 21:00,117.7,0.03,117.67,117.76,117.6,79986.0,N.A.
273,21:00 - 22:00,117.74,0.04,117.7,117.84,117.67,72202.0,N.A.
274,22:00 - 23:00,117.71,-0.03,117.74,117.76,117.57,57862.0,N.A.
275,23:00 - 00:00,117.7,-0.01,117.71,117.73,117.6,51593.0,N.A.
277,00:00 - 01:00,117.77,0.07,117.7,117.8,117.7,64798.0,N.A.
278,01:00 - 02:00,117.73,-0.04,117.77,117.94,117.69,58579.0,N.A.
279,02:00 - 03:00,117.67,-0.06,117.73,117.78,117.58,81080.0,N.A.
280,03:00 - 04:00,117.59,-0.08,117.67,117.8,117.54,96078.0,N.A.
281,04:00 - 05:00,116.98,-0.61,117.59,117.6,116.63,240384.0,N.A.
282,05:00 - 06:00,116.77,-0.21,116.98,117.03,116.65,247232.0,N.A.
283,06:00 - 07:00,116.54,-0.23,116.76,116.78,116.28,153152.0,N.A.
284,07:00 - 08:00,116.5,-0.04,116.54,116.88,116.4,140413.0,N.A.
285,08:00 - 09:00,116.93,0.43,116.5,116.94,116.24,140320.0,N.A.
286,09:00 - 10:00,116.75,-0.18,116.93,117.25,116.74,152745.0,N.A.
287,10:00 - 11:00,116.87,0.12,116.75,117.2,116.61,159289.0,N.A.
288,11:00 - 12:00,116.95,0.08,116.87,117.11,116.82,144010.0,N.A.
289,12:00 - 13:00,116.71,-0.24,116.95,117.0,116.48,135043.0,N.A.
290,13:00 - 14:00,116.43,-0.28,116.71,116.72,116.35,127998.0,N.A.
291,14:00 - 15:00,116.52,0.09,116.43,116.63,116.38,99423.0,N.A.
292,15:00 - 16:00,116.31,-0.21,116.52,116.56,116.27,74652.0,N.A.
293,16:00 - 17:00,116.17,-0.14,116.31,116.46,116.16,77441.0,N.A.
294,17:00 - 18:00,116.19,0.02,116.17,116.27,115.9,74059.0,N.A.
295,18:00 - 19:00,116.14,-0.05,116.19,116.41,116.03,99475.0,N.A.
296,19:00 - 20:00,116.35,0.21,116.14,116.41,116.04,124735.0,N.A.
297,20:00 - 21:00,116.17,-0.18,116.35,116.58,116.16,105361.0,N.A.
298,21:00 - 22:00,115.98,-0.19,116.17,116.24,115.86,98428.0,N.A.
299,22:00 - 23:00,116.24,0.26,115.98,116.29,115.98,77878.0,N.A.
300,23:00 - 00:00,116.42,0.18,116.24,116.48,116.16,75598.0,N.A.
302,00:00 - 01:00,116.45,0.03,116.42,116.47,116.26,70433.0,N.A.
303,01:00 - 02:00,116.52,0.07,116.45,116.84,116.44,99463.0,N.A.
304,02:00 - 03:00,116.54,0.02,116.52,116.75,116.44,92395.0,N.A.
305,03:00 - 04:00,116.55,0.01,116.54,116.73,116.43,96601.0,N.A.
306,04:00 - 05:00,116.42,-0.13,116.55,116.56,116.32,88649.0,N.A.
307,05:00 - 06:00,116.57,0.15,116.42,116.65,116.37,97814.0,N.A.
308,06:00 - 07:00,116.74,0.17,116.57,116.75,116.56,82071.0,N.A.
309,07:00 - 08:00,116.57,-0.17,116.74,116.78,116.4,73976.0,N.A.
310,08:00 - 09:00,116.69,0.12,116.57,116.85,116.34,154885.0,N.A.
311,09:00 - 10:00,117.12,0.43,116.69,117.15,116.64,129004.0,N.A.
312,10:00 - 11:00,117.65,0.53,117.12,117.76,117.1,163499.0,N.A.
313,11:00 - 12:00,117.46,-0.19,117.65,117.77,117.4,141700.0,N.A.
314,12:00 - 13:00,117.55,0.09,117.46,117.65,117.38,97136.0,N.A.
315,13:00 - 14:00,117.57,0.02,117.55,117.61,117.36,84869.0,N.A.
316,14:00 - 15:00,117.46,-0.11,117.57,117.58,117.45,64517.0,N.A.
317,15:00 - 16:00,117.62,0.16,117.46,117.66,117.45,66846.0,N.A.
318,16:00 - 17:00,117.51,-0.11,117.62,117.69,117.39,63206.0,N.A.
320,13:00 - 14:00,117.5,-0.01,117.65,117.66,117.47,6024.0,N.A.
321,14:00 - 15:00,117.41,-0.09,117.5,117.58,117.37,5868.0,N.A.
322,15:00 - 16:00,117.41,0.0,117.41,117.46,117.36,5230.0,N.A.
323,16:00 - 17:00,117.47,0.06,117.41,117.54,117.38,10027.0,N.A.
324,17:00 - 18:00,117.43,-0.04,117.47,117.52,117.37,31539.0,N.A.
325,18:00 - 19:00,117.6,0.17,117.43,117.62,117.39,44782.0,N.A.
326,19:00 - 20:00,117.46,-0.14,117.6,117.67,117.39,73690.0,N.A.
327,20:00 - 21:00,117.16,-0.3,117.46,117.48,116.96,76230.0,N.A.
328,21:00 - 22:00,117.18,0.02,117.16,117.3,117.1,52977.0,N.A.
329,22:00 - 23:00,117.12,-0.06,117.18,117.18,116.93,64211.0,N.A.
330,23:00 - 00:00,117.09,-0.03,117.12,117.19,116.95,59215.0,N.A.
332,00:00 - 01:00,117.1,0.01,117.09,117.24,117.04,52160.0,N.A.
333,01:00 - 02:00,117.12,0.02,117.1,117.23,117.05,56084.0,N.A.
334,02:00 - 03:00,117.17,0.05,117.12,117.22,117.02,58037.0,N.A.
335,03:00 - 04:00,117.21,0.04,117.17,117.39,117.07,85167.0,N.A.
336,04:00 - 05:00,117.23,0.02,117.21,117.31,117.15,71881.0,N.A.
337,05:00 - 06:00,117.28,0.05,117.23,117.33,117.17,61954.0,N.A.
338,06:00 - 07:00,117.41,0.13,117.28,117.44,117.26,65031.0,N.A.
339,07:00 - 08:00,117.36,-0.05,117.41,117.44,117.35,55357.0,N.A.
340,08:00 - 09:00,117.46,0.1,117.36,117.47,117.28,63217.0,N.A.
341,09:00 - 10:00,117.5,0.04,117.46,117.56,117.38,67646.0,N.A.
342,10:00 - 11:00,117.54,0.04,117.5,117.59,117.45,61588.0,N.A.
343,11:00 - 12:00,117.51,-0.03,117.54,117.58,117.46,45575.0,N.A.
344,12:00 - 13:00,117.52,0.01,117.51,117.54,117.42,42981.0,N.A.
345,13:00 - 14:00,117.54,0.02,117.52,117.55,117.49,42179.0,N.A.
