Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
14:00 - 15:00,93.22,-0.01,93.24,93.4,93.08,20876,N.A.
15:00 - 16:00,93.04,-0.18,93.22,93.22,92.99,14070,N.A.
16:00 - 17:00,93.35,0.31,93.04,93.37,93.04,6713,N.A.
22FEB2009_00:00:00.000,,,,,,,
17:00 - 18:00,93.51,0.16,93.43,93.65,93.34,7325,N.A.
18:00 - 19:00,93.51,0,93.51,93.54,93.35,9975,N.A.
19:00 - 20:00,93.19,-0.32,93.51,93.51,93.07,14467,N.A.
20:00 - 21:00,92.96,-0.23,93.19,93.37,92.89,16727,N.A.
21:00 - 22:00,93.02,0.06,92.96,93.08,92.84,14966,N.A.
22:00 - 23:00,92.86,-0.16,93.02,93.1,92.77,12382,N.A.
23:00 - 00:00,92.97,0.11,92.86,92.97,92.85,8036,N.A.
23FEB2009_00:00:00.000,,,,,,,
00:00 - 01:00,93.02,0.05,92.97,93.09,92.92,9043,N.A.
01:00 - 02:00,93,-0.02,93.02,93.08,92.92,11743,N.A.
02:00 - 03:00,93.37,0.37,93,93.41,92.96,17674,N.A.
03:00 - 04:00,93.85,0.48,93.36,93.94,93.28,23888,N.A.
04:00 - 05:00,94.18,0.33,93.85,94.43,93.83,21745,N.A.
05:00 - 06:00,94.79,0.61,94.19,94.95,94.16,26633,N.A.
06:00 - 07:00,94.82,0.03,94.79,94.94,94.4,19678,N.A.
07:00 - 08:00,94.77,-0.05,94.82,94.84,94.46,17464,N.A.
08:00 - 09:00,94.68,-0.09,94.77,94.79,94.57,18432,N.A.
09:00 - 10:00,94.35,-0.33,94.68,94.88,94.27,21323,N.A.
10:00 - 11:00,94.46,0.11,94.35,94.58,94.15,27112,N.A.
11:00 - 12:00,94.64,0.18,94.46,94.72,94.35,20657,N.A.
12:00 - 13:00,94.64,0,94.64,94.82,94.6,15406,N.A.
13:00 - 14:00,94.72,0.08,94.64,94.9,94.63,15316,N.A.
14:00 - 15:00,94.64,-0.08,94.72,94.82,94.51,17679,N.A.
15:00 - 16:00,94.48,-0.16,94.64,94.69,94.31,17492,N.A.
16:00 - 17:00,94.61,0.13,94.48,94.69,94.47,8392,N.A.
17:00 - 18:00,94.39,-0.22,94.61,94.61,94.38,5095,N.A.
18:00 - 19:00,94.38,-0.01,94.39,94.53,94.35,9714,N.A.
19:00 - 20:00,94.36,-0.02,94.38,94.44,94.26,12317,N.A.
20:00 - 21:00,94.69,0.33,94.36,94.82,94.33,13885,N.A.
21:00 - 22:00,94.61,-0.08,94.69,94.7,94.57,10154,N.A.
22:00 - 23:00,95.07,0.46,94.61,95.2,94.61,16032,N.A.
23:00 - 00:00,94.98,-0.09,95.07,95.21,94.9,15303,N.A.
24FEB2009_00:00:00.000,,,,,,,
00:00 - 01:00,95.32,0.34,94.98,95.35,94.98,13898,N.A.
01:00 - 02:00,95.13,-0.19,95.32,95.33,95.08,13891,N.A.
02:00 - 03:00,95.36,0.23,95.13,95.44,95.04,16916,N.A.
03:00 - 04:00,95.34,-0.02,95.36,95.51,95.04,21812,N.A.
04:00 - 05:00,95.36,0.02,95.34,95.66,95.33,23445,N.A.
05:00 - 06:00,95.68,0.32,95.37,95.72,95.33,21496,N.A.
06:00 - 07:00,95.83,0.15,95.68,95.83,95.54,16391,N.A.
07:00 - 08:00,95.88,0.05,95.82,95.91,95.75,18495,N.A.
08:00 - 09:00,95.93,0.05,95.88,96.07,95.82,21853,N.A.
09:00 - 10:00,96.28,0.35,95.93,96.54,95.9,29839,N.A.
10:00 - 11:00,96.75,0.47,96.28,96.92,96.24,29118,N.A.
11:00 - 12:00,96.6,-0.15,96.75,96.87,96.54,20021,N.A.
12:00 - 13:00,96.61,0.01,96.6,96.67,96.51,12596,N.A.
13:00 - 14:00,96.76,0.15,96.61,96.79,96.59,14665,N.A.
14:00 - 15:00,96.87,0.11,96.76,96.93,96.71,15165,N.A.
15:00 - 16:00,96.82,-0.05,96.87,96.93,96.78,10748,N.A.
16:00 - 17:00,96.64,-0.18,96.82,96.86,96.64,7865,N.A.
17:00 - 18:00,96.76,0.12,96.64,96.78,96.55,6789,N.A.
18:00 - 19:00,96.57,-0.19,96.76,96.82,96.55,10720,N.A.
19:00 - 20:00,96.64,0.07,96.57,96.82,96.55,14427,N.A.
20:00 - 21:00,96.52,-0.12,96.64,96.73,96.37,15715,N.A.
21:00 - 22:00,97.07,0.55,96.52,97.19,96.51,14762,N.A.
22:00 - 23:00,96.94,-0.13,97.07,97.09,96.76,15496,N.A.
23:00 - 00:00,97.19,0.25,96.94,97.3,96.9,15583,N.A.
25FEB2009_00:00:00.000,,,,,,,
00:00 - 01:00,97.21,0.02,97.19,97.33,97.02,14807,N.A.
01:00 - 02:00,96.89,-0.32,97.21,97.21,96.86,16934,N.A.
02:00 - 03:00,97.16,0.27,96.89,97.19,96.65,19734,N.A.
03:00 - 04:00,96.95,-0.21,97.16,97.17,96.74,22733,N.A.
04:00 - 05:00,96.97,0.02,96.95,97.04,96.79,17945,N.A.
05:00 - 06:00,96.94,-0.03,96.97,97.09,96.85,16037,N.A.
06:00 - 07:00,96.57,-0.37,96.94,96.94,96.36,21896,N.A.
07:00 - 08:00,96.64,0.07,96.57,96.78,96.51,17277,N.A.
08:00 - 09:00,96.86,0.22,96.64,96.9,96.55,17143,N.A.
09:00 - 10:00,96.83,-0.03,96.86,97.07,96.76,24258,N.A.
10:00 - 11:00,97.03,0.2,96.83,97.05,96.52,25238,N.A.
11:00 - 12:00,97.33,0.3,97.03,97.48,96.99,23508,N.A.
12:00 - 13:00,97.18,-0.15,97.33,97.38,97.04,11974,N.A.
13:00 - 14:00,97.4,0.22,97.18,97.45,97.15,12387,N.A.
14:00 - 15:00,97.69,0.29,97.4,97.74,97.21,17779,N.A.
15:00 - 16:00,97.53,-0.16,97.69,97.78,97.49,13505,N.A.
16:00 - 17:00,97.39,-0.14,97.53,97.78,97.38,9923,N.A.
17:00 - 18:00,97.43,0.04,97.39,97.46,97.39,3798,N.A.
18:00 - 19:00,97.4,-0.03,97.43,97.56,97.39,8201,N.A.
19:00 - 20:00,97.59,0.19,97.4,97.66,97.32,13408,N.A.
20:00 - 21:00,97.79,0.2,97.59,97.88,97.59,13482,N.A.
21:00 - 22:00,97.79,0,97.79,97.88,97.69,10502,N.A.
22:00 - 23:00,97.93,0.14,97.79,97.97,97.74,10366,N.A.
23:00 - 00:00,97.85,-0.08,97.93,97.94,97.85,8900,N.A.
26FEB2009_00:00:00.000,,,,,,,
00:00 - 01:00,97.8,-0.05,97.85,97.87,97.74,9752,N.A.
01:00 - 02:00,97.92,0.12,97.8,97.95,97.66,13840,N.A.
02:00 - 03:00,97.93,0.01,97.92,97.97,97.76,14831,N.A.
03:00 - 04:00,97.72,-0.21,97.93,97.96,97.66,18508,N.A.
04:00 - 05:00,97.88,0.16,97.72,97.94,97.71,18689,N.A.
05:00 - 06:00,97.89,0.01,97.88,98,97.83,16493,N.A.
06:00 - 07:00,97.85,-0.04,97.89,98.01,97.79,14342,N.A.
07:00 - 08:00,98.13,0.28,97.85,98.19,97.83,19022,N.A.
08:00 - 09:00,97.88,-0.25,98.13,98.21,97.71,22585,N.A.
09:00 - 10:00,97.9,0.02,97.88,97.99,97.83,19554,N.A.
10:00 - 11:00,98.44,0.54,97.9,98.55,97.89,26011,N.A.
11:00 - 12:00,98.56,0.12,98.44,98.65,98.28,21177,N.A.
12:00 - 13:00,98.58,0.02,98.56,98.71,98.55,12701,N.A.
13:00 - 14:00,98.38,-0.2,98.58,98.59,98.3,13985,N.A.
14:00 - 15:00,98.41,0.03,98.38,98.43,98.26,12164,N.A.
15:00 - 16:00,98.35,-0.06,98.41,98.43,98.32,11377,N.A.
16:00 - 17:00,98.52,0.17,98.35,98.56,98.34,7339,N.A.
17:00 - 18:00,98.53,0.01,98.52,98.61,98.47,4781,N.A.
18:00 - 19:00,98.34,-0.19,98.53,98.54,98.26,11385,N.A.
19:00 - 20:00,97.74,-0.6,98.34,98.36,97.71,17797,N.A.
20:00 - 21:00,97.79,0.05,97.74,97.89,97.45,18546,N.A.
21:00 - 22:00,97.56,-0.23,97.79,97.82,97.52,12380,N.A.
22:00 - 23:00,97.54,-0.02,97.56,97.6,97.32,15325,N.A.
23:00 - 00:00,97.61,0.07,97.54,97.67,97.52,10811,N.A.
27FEB2009_00:00:00.000,,,,,,,
00:00 - 01:00,97.66,0.05,97.61,97.79,97.54,12209,N.A.
01:00 - 02:00,97.75,0.09,97.66,97.94,97.61,14042,N.A.
02:00 - 03:00,97.86,0.11,97.75,97.91,97.74,12759,N.A.
03:00 - 04:00,97.51,-0.35,97.86,97.88,97.49,22807,N.A.
04:00 - 05:00,97.27,-0.24,97.51,97.58,97.13,23390,N.A.
05:00 - 06:00,97.5,0.23,97.27,97.61,97.26,17117,N.A.
06:00 - 07:00,97.67,0.17,97.5,97.69,97.43,15936,N.A.
07:00 - 08:00,97.32,-0.35,97.67,97.69,97.28,17104,N.A.
08:00 - 09:00,97.41,0.09,97.32,97.54,96.86,26334,N.A.
09:00 - 10:00,97.82,0.41,97.41,97.87,97.32,24203,N.A.
10:00 - 11:00,97.84,0.02,97.82,98.17,97.71,26796,N.A.
11:00 - 12:00,97.75,-0.09,97.84,97.96,97.47,25264,N.A.
12:00 - 13:00,97.96,0.21,97.75,98.06,97.74,14520,N.A.
13:00 - 14:00,97.62,-0.34,97.96,97.96,97.6,14252,N.A.
14:00 - 15:00,97.85,0.23,97.62,97.89,97.55,13268,N.A.
15:00 - 16:00,97.59,-0.26,97.85,97.85,97.57,11685,N.A.
16:00 - 17:00,97.57,-0.02,97.59,97.78,97.5,7010,N.A.
01MAR2009_00:00:00.000,,,,,,,
13:00 - 14:00,97.53,-0.04,97.5,97.57,97.5,73,N.A.
14:00 - 15:00,97.54,0.01,97.53,97.65,97.47,441,N.A.
15:00 - 16:00,97.58,0.04,97.54,97.6,97.52,582,N.A.
16:00 - 17:00,97.75,0.17,97.58,97.86,97.57,1173,N.A.
17:00 - 18:00,97.67,-0.08,97.74,97.79,97.62,4886,N.A.
18:00 - 19:00,97.21,-0.46,97.67,97.68,97.17,11612,N.A.
19:00 - 20:00,97.1,-0.11,97.21,97.29,96.93,13888,N.A.
20:00 - 21:00,97.61,0.51,97.1,97.61,97.08,13709,N.A.
21:00 - 22:00,97.58,-0.03,97.61,97.9,97.57,13791,N.A.
22:00 - 23:00,97.54,-0.04,97.58,97.63,97.43,11225,N.A.
23:00 - 00:00,97.54,0,97.54,97.66,97.49,9580,N.A.
02MAR2009_00:00:00.000,,,,,,,
00:00 - 01:00,97.49,-0.05,97.54,97.54,97.33,11618,N.A.
01:00 - 02:00,97.51,0.02,97.49,97.61,97.39,13744,N.A.
02:00 - 03:00,97.26,-0.25,97.51,97.67,97.21,18200,N.A.
03:00 - 04:00,97.47,0.21,97.26,97.55,97.26,17457,N.A.
04:00 - 05:00,97.31,-0.16,97.47,97.49,97.02,18476,N.A.
05:00 - 06:00,97.1,-0.21,97.31,97.31,97.04,15861,N.A.
06:00 - 07:00,97.08,-0.02,97.1,97.24,97.03,14705,N.A.
07:00 - 08:00,97.34,0.26,97.08,97.36,97.06,16432,N.A.
08:00 - 09:00,97.38,0.04,97.34,97.43,97.24,17404,N.A.
09:00 - 10:00,97.64,0.26,97.38,97.67,97.28,20300,N.A.
10:00 - 11:00,97.57,-0.07,97.64,97.77,97.49,21496,N.A.
11:00 - 12:00,97.18,-0.39,97.57,97.6,97.1,19084,N.A.
12:00 - 13:00,97.37,0.19,97.18,97.43,97.18,13068,N.A.
13:00 - 14:00,97.43,0.06,97.37,97.43,97.24,11556,N.A.
14:00 - 15:00,97.72,0.29,97.43,97.74,97.37,15374,N.A.
15:00 - 16:00,97.43,-0.29,97.72,97.72,97.36,12678,N.A.
16:00 - 17:00,97.45,0.02,97.43,97.53,97.21,8908,N.A.
17:00 - 18:00,97.08,-0.37,97.45,97.57,97.07,7035,N.A.
18:00 - 19:00,97.09,0.01,97.08,97.21,96.99,13222,N.A.
19:00 - 20:00,97.27,0.18,97.09,97.28,97.02,12334,N.A.
20:00 - 21:00,97.47,0.2,97.27,97.49,97.26,11869,N.A.
21:00 - 22:00,97.34,-0.13,97.47,97.6,97.29,13256,N.A.
22:00 - 23:00,97.5,0.16,97.34,97.52,97.28,11542,N.A.
23:00 - 00:00,97.54,0.04,97.5,97.61,97.43,12095,N.A.
03MAR2009_00:00:00.000,,,,,,,
00:00 - 01:00,97.54,0,97.54,97.56,97.41,7878,N.A.
01:00 - 02:00,97.58,0.04,97.54,97.6,97.45,11389,N.A.
02:00 - 03:00,97.77,0.19,97.58,97.78,97.52,16153,N.A.
03:00 - 04:00,97.82,0.05,97.77,97.98,97.74,20048,N.A.
04:00 - 05:00,97.6,-0.22,97.82,97.88,97.56,17816,N.A.
05:00 - 06:00,97.68,0.08,97.6,97.77,97.55,15209,N.A.
06:00 - 07:00,97.74,0.06,97.68,97.76,97.61,12293,N.A.
07:00 - 08:00,97.89,0.15,97.74,97.94,97.72,14065,N.A.
08:00 - 09:00,98.12,0.23,97.89,98.19,97.89,20352,N.A.
09:00 - 10:00,98.37,0.25,98.12,98.43,98.07,19155,N.A.
10:00 - 11:00,98.48,0.11,98.37,98.59,98.32,20290,N.A.
11:00 - 12:00,98.17,-0.31,98.48,98.52,98.13,18946,N.A.
12:00 - 13:00,98.35,0.18,98.17,98.49,98.16,14292,N.A.
13:00 - 14:00,98.32,-0.03,98.35,98.43,98.24,12634,N.A.
14:00 - 15:00,98.34,0.02,98.32,98.37,98.21,13974,N.A.
15:00 - 16:00,98.3,-0.04,98.34,98.36,98.17,11475,N.A.
16:00 - 17:00,98.16,-0.14,98.3,98.35,98.02,10246,N.A.
17:00 - 18:00,98.21,0.05,98.16,98.32,98.13,5048,N.A.
18:00 - 19:00,98.52,0.31,98.21,98.53,98.21,9891,N.A.
19:00 - 20:00,98.46,-0.06,98.52,98.54,98.19,16034,N.A.
20:00 - 21:00,98.36,-0.1,98.46,98.46,98.23,13781,N.A.
21:00 - 22:00,98.47,0.11,98.36,98.58,98.35,13319,N.A.
22:00 - 23:00,98.4,-0.07,98.46,98.5,98.38,9831,N.A.
23:00 - 00:00,98.47,0.07,98.4,98.5,98.35,8214,N.A.
04MAR2009_00:00:00.000,,,,,,,
00:00 - 01:00,98.44,-0.03,98.47,98.54,98.35,9972,N.A.
01:00 - 02:00,98.5,0.06,98.44,98.6,98.41,11512,N.A.
02:00 - 03:00,98.83,0.33,98.5,98.84,98.46,19326,N.A.
03:00 - 04:00,99.23,0.4,98.83,99.36,98.82,26443,N.A.
04:00 - 05:00,99.36,0.13,99.23,99.38,99.14,16800,N.A.
05:00 - 06:00,99.37,0.01,99.36,99.49,99.28,14644,N.A.
06:00 - 07:00,99.3,-0.07,99.37,99.39,99.23,13946,N.A.
07:00 - 08:00,99.37,0.07,99.3,99.38,99.24,12916,N.A.
08:00 - 09:00,99.37,0,99.37,99.47,99.26,21844,N.A.
09:00 - 10:00,99.28,-0.09,99.37,99.48,99.26,17780,N.A.
10:00 - 11:00,99.39,0.11,99.28,99.4,98.99,21086,N.A.
11:00 - 12:00,99.35,-0.04,99.39,99.41,99.11,19239,N.A.
12:00 - 13:00,99.24,-0.11,99.35,99.39,99.16,13136,N.A.
13:00 - 14:00,99.33,0.09,99.24,99.36,99.21,10644,N.A.
14:00 - 15:00,99.23,-0.1,99.33,99.41,99.18,13071,N.A.
15:00 - 16:00,99.06,-0.17,99.23,99.3,99.05,11320,N.A.
16:00 - 17:00,99.15,0.09,99.06,99.18,98.94,10224,N.A.
17:00 - 18:00,99.15,0,99.15,99.21,99.04,4791,N.A.
18:00 - 19:00,99.03,-0.12,99.15,99.18,98.94,9707,N.A.
19:00 - 20:00,99.29,0.26,99.03,99.31,98.9,14546,N.A.
20:00 - 21:00,99.38,0.09,99.29,99.38,99.22,11893,N.A.
21:00 - 22:00,99.24,-0.14,99.38,99.43,99.16,12870,N.A.
22:00 - 23:00,99.23,-0.01,99.24,99.29,99.18,9054,N.A.
23:00 - 00:00,99.18,-0.05,99.23,99.32,99.17,9539,N.A.
05MAR2009_00:00:00.000,,,,,,,
00:00 - 01:00,99.28,0.1,99.18,99.31,99.17,9714,N.A.
01:00 - 02:00,99.39,0.11,99.28,99.53,99.28,14664,N.A.
02:00 - 03:00,99.63,0.24,99.39,99.68,99.38,17679,N.A.
03:00 - 04:00,99.38,-0.25,99.63,99.63,99.34,16715,N.A.
04:00 - 05:00,99.46,0.08,99.38,99.57,99.33,15561,N.A.
05:00 - 06:00,99.44,-0.02,99.46,99.49,99.33,12976,N.A.
06:00 - 07:00,99.14,-0.3,99.44,99.54,98.97,20760,N.A.
07:00 - 08:00,99.28,0.14,99.14,99.36,99.05,21999,N.A.
08:00 - 09:00,99.25,-0.03,99.28,99.36,99.14,20251,N.A.
09:00 - 10:00,98.86,-0.39,99.25,99.27,98.42,19177,N.A.
10:00 - 11:00,98.21,-0.65,98.86,98.94,98.03,19337,N.A.
11:00 - 12:00,98.34,0.13,98.21,98.59,98.21,16525,N.A.
12:00 - 13:00,98.4,0.06,98.35,98.57,98.29,12713,N.A.
13:00 - 14:00,98.46,0.06,98.4,98.47,98.24,11443,N.A.
14:00 - 15:00,98.26,-0.2,98.46,98.47,98.26,10820,N.A.
15:00 - 16:00,97.87,-0.39,98.26,98.33,97.72,15714,N.A.
16:00 - 17:00,98.07,0.2,97.87,98.12,97.84,8881,N.A.
17:00 - 18:00,98.05,-0.02,98.07,98.09,97.92,5077,N.A.
18:00 - 19:00,98.14,0.09,98.05,98.22,98.04,8825,N.A.
19:00 - 20:00,98.46,0.32,98.14,98.5,98.13,12155,N.A.
20:00 - 21:00,98.21,-0.25,98.46,98.46,98.18,12479,N.A.
21:00 - 22:00,98.14,-0.07,98.21,98.24,98.03,10615,N.A.
22:00 - 23:00,98.19,0.05,98.14,98.21,98.04,8673,N.A.
23:00 - 00:00,98.26,0.07,98.19,98.33,98.15,10759,N.A.
06MAR2009_00:00:00.000,,,,,,,
00:00 - 01:00,98.24,-0.02,98.26,98.27,98.15,7500,N.A.
01:00 - 02:00,97.66,-0.58,98.24,98.27,97.52,17889,N.A.
02:00 - 03:00,97.36,-0.3,97.66,97.66,97.21,22379,N.A.
03:00 - 04:00,97.28,-0.08,97.36,97.51,97.11,19977,N.A.
04:00 - 05:00,96.93,-0.35,97.28,97.43,96.93,16251,N.A.
05:00 - 06:00,96.79,-0.14,96.93,97.11,96.58,22606,N.A.
06:00 - 07:00,97.14,0.35,96.79,97.2,96.73,16561,N.A.
07:00 - 08:00,97.04,-0.1,97.14,97.23,96.99,16392,N.A.
08:00 - 09:00,97.58,0.54,97.04,97.67,96.73,32710,N.A.
09:00 - 10:00,98,0.42,97.58,98.07,97.5,29659,N.A.
10:00 - 11:00,97.79,-0.21,98,98.24,97.59,22790,N.A.
11:00 - 12:00,97.88,0.09,97.79,98.02,97.76,18271,N.A.
12:00 - 13:00,97.8,-0.08,97.88,97.92,97.69,10746,N.A.
13:00 - 14:00,97.96,0.16,97.8,98.02,97.63,11336,N.A.
14:00 - 15:00,97.97,0.01,97.96,98.11,97.85,11672,N.A.
15:00 - 16:00,98.28,0.31,97.97,98.38,97.88,10529,N.A.
16:00 - 17:00,98.25,-0.03,98.28,98.44,98.25,4763,N.A.
08MAR2009_00:00:00.000,,,,,,,
14:00 - 15:00,98.3,0.05,98.31,98.31,98.26,152,N.A.
15:00 - 16:00,98.3,0,98.3,98.3,98.29,248,N.A.
16:00 - 17:00,98.3,0,98.3,98.35,98.26,336,N.A.
17:00 - 18:00,98.38,0.08,98.32,98.42,98.29,1179,N.A.
18:00 - 19:00,98.27,-0.11,98.38,98.4,98.12,6484,N.A.
19:00 - 20:00,97.96,-0.31,98.27,98.29,97.9,9574,N.A.
20:00 - 21:00,98.23,0.27,97.96,98.3,97.94,11463,N.A.
21:00 - 22:00,98.29,0.06,98.23,98.32,98.19,8065,N.A.
22:00 - 23:00,98.33,0.04,98.29,98.52,98.27,9600,N.A.
23:00 - 00:00,98.05,-0.28,98.33,98.34,98.01,10748,N.A.
09MAR2009_00:00:00.000,,,,,,,
00:00 - 01:00,98.21,0.16,98.04,98.25,98.04,8305,N.A.
01:00 - 02:00,98.32,0.11,98.21,98.33,98.21,8022,N.A.
02:00 - 03:00,98.34,0.02,98.32,98.35,98.15,10044,N.A.
03:00 - 04:00,98.66,0.32,98.34,98.74,98.33,15682,N.A.
04:00 - 05:00,98.58,-0.08,98.66,98.71,98.46,19308,N.A.
05:00 - 06:00,98.74,0.16,98.58,98.74,98.43,17467,N.A.
06:00 - 07:00,98.96,0.22,98.74,98.97,98.71,18362,N.A.
07:00 - 08:00,98.95,-0.01,98.96,99.18,98.91,19288,N.A.
08:00 - 09:00,98.99,0.04,98.95,99.1,98.77,18512,N.A.
09:00 - 10:00,99.02,0.03,98.99,99.11,98.89,20953,N.A.
10:00 - 11:00,98.88,-0.14,99.03,99.19,98.82,20409,N.A.
11:00 - 12:00,98.88,0,98.88,98.99,98.68,18322,N.A.
12:00 - 13:00,99.01,0.13,98.88,99.06,98.85,15346,N.A.
13:00 - 14:00,98.8,-0.21,99.01,99.01,98.79,12291,N.A.
14:00 - 15:00,98.81,0.01,98.8,98.92,98.71,10971,N.A.
15:00 - 16:00,98.84,0.03,98.81,98.88,98.71,12353,N.A.
16:00 - 17:00,98.84,0,98.84,98.88,98.68,9434,N.A.
17:00 - 18:00,98.79,-0.05,98.84,98.92,98.73,4882,N.A.
18:00 - 19:00,98.94,0.15,98.79,98.98,98.77,7114,N.A.
19:00 - 20:00,98.94,0,98.94,99.11,98.88,11526,N.A.
20:00 - 21:00,99.03,0.09,98.94,99.14,98.83,13965,N.A.
21:00 - 22:00,98.87,-0.16,99.03,99.03,98.85,9353,N.A.
22:00 - 23:00,98.89,0.02,98.87,98.93,98.85,8955,N.A.
23:00 - 00:00,98.96,0.07,98.89,98.98,98.84,8682,N.A.
10MAR2009_00:00:00.000,,,,,,,
00:00 - 01:00,98.91,-0.05,98.97,98.98,98.84,9165,N.A.
01:00 - 02:00,98.58,-0.33,98.91,98.96,98.52,11420,N.A.
02:00 - 03:00,98.49,-0.09,98.58,98.66,98.35,17706,N.A.
03:00 - 04:00,98.64,0.15,98.49,98.76,98.49,16345,N.A.
04:00 - 05:00,98.49,-0.15,98.64,98.68,98.49,19707,N.A.
05:00 - 06:00,98.33,-0.16,98.49,98.51,98.26,16482,N.A.
06:00 - 07:00,98.46,0.13,98.33,98.49,98.16,20495,N.A.
07:00 - 08:00,98.41,-0.05,98.46,98.49,98.26,15447,N.A.
08:00 - 09:00,98.07,-0.34,98.41,98.46,97.9,24254,N.A.
09:00 - 10:00,98.39,0.32,98.07,98.46,98.03,21029,N.A.
10:00 - 11:00,98.34,-0.05,98.39,98.41,98.18,19546,N.A.
11:00 - 12:00,98.39,0.05,98.33,98.47,98.27,16562,N.A.
12:00 - 13:00,98.29,-0.1,98.39,98.43,98.21,14198,N.A.
13:00 - 14:00,98.65,0.36,98.29,98.74,98.29,12077,N.A.
14:00 - 15:00,98.9,0.25,98.65,98.93,98.61,15215,N.A.
15:00 - 16:00,98.72,-0.18,98.9,98.91,98.69,9595,N.A.
16:00 - 17:00,98.67,-0.05,98.72,98.75,98.51,8070,N.A.
17:00 - 18:00,98.72,0.05,98.67,98.74,98.66,4428,N.A.
18:00 - 19:00,98.69,-0.03,98.72,98.75,98.65,6240,N.A.
19:00 - 20:00,98.79,0.1,98.7,98.85,98.68,10055,N.A.
20:00 - 21:00,98.69,-0.1,98.79,98.81,98.64,10712,N.A.
21:00 - 22:00,98.58,-0.11,98.69,98.7,98.5,12555,N.A.
22:00 - 23:00,98.46,-0.12,98.58,98.63,98.36,9492,N.A.
23:00 - 00:00,98.55,0.09,98.46,98.68,98.31,13732,N.A.
11MAR2009_00:00:00.000,,,,,,,
00:00 - 01:00,98.44,-0.11,98.55,98.57,98.28,13201,N.A.
01:00 - 02:00,98.44,0,98.44,98.54,98.39,9165,N.A.
02:00 - 03:00,98.57,0.13,98.44,98.71,98.29,13185,N.A.
03:00 - 04:00,98.57,0,98.57,98.64,98.47,12442,N.A.
04:00 - 05:00,98.37,-0.2,98.57,98.58,98.26,15255,N.A.
05:00 - 06:00,98.53,0.16,98.37,98.57,98.33,15995,N.A.
06:00 - 07:00,98.43,-0.1,98.53,98.56,98.38,15396,N.A.
07:00 - 08:00,98.32,-0.11,98.43,98.56,98.27,16945,N.A.
08:00 - 09:00,98.01,-0.31,98.32,98.32,97.95,19470,N.A.
09:00 - 10:00,98.13,0.12,98.01,98.2,97.97,17333,N.A.
10:00 - 11:00,98.04,-0.09,98.13,98.27,97.99,18010,N.A.
11:00 - 12:00,97.75,-0.29,98.04,98.23,97.6,19812,N.A.
12:00 - 13:00,97.5,-0.25,97.75,97.76,97.23,21300,N.A.
13:00 - 14:00,97.49,-0.01,97.5,97.74,97.45,12954,N.A.
14:00 - 15:00,97.24,-0.25,97.5,97.59,97.07,17148,N.A.
15:00 - 16:00,97.21,-0.03,97.24,97.5,97.18,12337,N.A.
16:00 - 17:00,97.27,0.06,97.21,97.34,97.17,8555,N.A.
17:00 - 18:00,97.28,0.01,97.27,97.34,97.18,4493,N.A.
18:00 - 19:00,97.43,0.15,97.28,97.44,97.27,5881,N.A.
19:00 - 20:00,97.24,-0.19,97.43,97.46,97.22,7998,N.A.
20:00 - 21:00,97.16,-0.08,97.24,97.29,97.04,15044,N.A.
21:00 - 22:00,96.95,-0.21,97.16,97.17,96.7,15704,N.A.
22:00 - 23:00,96.8,-0.15,96.94,96.97,96.74,11681,N.A.
23:00 - 00:00,96.23,-0.57,96.8,96.8,95.96,21805,N.A.
12MAR2009_00:00:00.000,,,,,,,
00:00 - 01:00,96.21,-0.02,96.23,96.33,96.11,14516,N.A.
01:00 - 02:00,96.38,0.17,96.21,96.39,96.19,12087,N.A.
02:00 - 03:00,96.45,0.07,96.38,96.52,96.28,16022,N.A.
03:00 - 04:00,96.35,-0.1,96.45,96.5,96.07,21454,N.A.
04:00 - 05:00,95.8,-0.55,96.35,96.41,95.77,24363,N.A.
05:00 - 06:00,96.14,0.34,95.8,96.16,95.67,24606,N.A.
06:00 - 07:00,96.29,0.15,96.14,96.37,96.05,18851,N.A.
07:00 - 08:00,96.49,0.2,96.29,96.64,96.24,21453,N.A.
08:00 - 09:00,96.79,0.3,96.49,96.84,96.28,27742,N.A.
09:00 - 10:00,97.48,0.69,96.79,97.48,96.79,32489,N.A.
10:00 - 11:00,97.92,0.44,97.48,98.53,97.37,31424,N.A.
11:00 - 12:00,97.87,-0.05,97.92,98.38,97.66,21403,N.A.
12:00 - 13:00,98.1,0.23,97.87,98.24,97.86,15570,N.A.
13:00 - 14:00,97.81,-0.29,98.11,98.18,97.72,13808,N.A.
14:00 - 15:00,98.02,0.21,97.81,98.08,97.8,12373,N.A.
15:00 - 16:00,97.61,-0.41,98.02,98.03,97.54,16364,N.A.
16:00 - 17:00,97.72,0.11,97.61,97.78,97.49,10545,N.A.
17:00 - 18:00,97.5,-0.22,97.72,97.83,97.47,5441,N.A.
18:00 - 19:00,97.68,0.18,97.5,97.73,97.46,10378,N.A.
19:00 - 20:00,97.33,-0.35,97.68,97.71,97.29,10063,N.A.
20:00 - 21:00,97.6,0.27,97.33,97.63,97.14,16721,N.A.
21:00 - 22:00,97.88,0.28,97.6,98.07,97.49,15245,N.A.
22:00 - 23:00,97.71,-0.17,97.88,97.93,97.55,13167,N.A.
23:00 - 00:00,97.66,-0.05,97.71,97.75,97.55,9035,N.A.
13MAR2009_00:00:00.000,,,,,,,
00:00 - 01:00,97.76,0.1,97.66,97.78,97.4,12288,N.A.
